tract,Year,City,LACity,Community_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamEncampHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamEncampPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndEncampPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
270300,2020,Los Angeles,1,Mid-City,4,2,10,30,54,37,26,0,0,2,18,0,0,0,0,0,0,1,4,25,10,0,1.774,5.684,36.946,16.779,0,0.043,0.172,0.318,0.19,0,0.165,0.62,1.081,0.661,0,1.609,5.062,35.865,16.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.182,0,0,0,0,79.182
271100,2020,Los Angeles,1,West Los Angeles,5,2,5,30,54,37,7,0,0,1,5,0,0,0,0,0,0,0,1,10,1,0,0,1.602,14.922,1.683,0,0,0.043,0.127,0.019,0,0,0.155,0.432,0.066,0,0,1.447,14.489,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.207,0,0,0,0,23.207
271200,2020,Los Angeles,1,West Los Angeles,5,2,11,30,54,37,0,0,0,1,28,0,0,0,0,0,3,1,2,9,4,4.496,1.749,3.204,13.43,6.733,0.188,0.043,0.086,0.114,0.076,0.653,0.165,0.31,0.389,0.265,3.843,1.585,2.894,13.04,6.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.612,0,0,0,0,57.612
271300,2020,Los Angeles,1,West Los Angeles,5,2,11,30,54,37,0,0,0,2,1,0,0,0,0,0,2,1,3,1,1,2.998,1.749,4.806,1.492,1.683,0.126,0.043,0.129,0.013,0.019,0.436,0.165,0.465,0.043,0.066,2.562,1.585,4.341,1.449,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.728,0,0,0,0,13.728
271400,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2.997,1.749,0,0,0,0.126,0.043,0,0,0,0.435,0.165,0,0,0,2.562,1.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.747,0,0,0,0,4.747
271500,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,1.499,6.997,0,0,0,0.063,0.173,0,0,0,0.218,0.659,0,0,0,1.281,6.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.496,0,0,0,0,9.496
271600,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,0,0,0,2,9,0,0,0,0,0,1,0,0,5,0,1.499,0,0,7.461,0,0.063,0,0,0.064,0,0.218,0,0,0.216,0,1.281,0,0,7.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.959,0,0,0,0,17.959
271701,2020,Los Angeles,1,Palms/West Los Angeles,5,2,5,30,54,37,0,0,0,2,2,0,0,0,0,0,0,2,1,0,0,0,3.499,1.602,0,0,0,0.086,0.043,0,0,0,0.329,0.155,0,0,0,3.169,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.101,0,0,0,0,7.101
271702,2020,Los Angeles,1,West Los Angeles/Palms,5,2,5,30,54,37,1,0,0,2,8,0,0,0,0,0,3,4,4,5,0,4.496,6.997,6.408,7.461,0,0.188,0.173,0.172,0.064,0,0.653,0.659,0.62,0.216,0,3.843,6.339,5.788,7.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.362,0,0,0,0,33.362
271801,2020,Los Angeles,1,Palms,5,2,5,30,54,37,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
271802,2020,Los Angeles,1,Palms,5,2,5,30,54,37,0,0,0,2,3,0,0,0,0,0,1,0,1,0,2,1.499,0,1.602,0,3.367,0.063,0,0.043,0,0.038,0.218,0,0.155,0,0.132,1.281,0,1.447,0,3.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.467,0,0,0,0,9.467
271901,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,20,0,0,2,8,0,0,0,0,0,5,1,3,13,5,7.493,1.749,4.806,19.398,8.417,0.314,0.043,0.129,0.165,0.095,1.088,0.165,0.465,0.562,0.331,6.405,1.585,4.341,18.836,8.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.863,0,0,0,0,49.863
271902,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1.492,0,0,0,0,0.013,0,0,0,0,0.043,0,0,0,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.492,0,0,0,0,4.492
272100,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,9,0,0,1,5,0,0,0,0,0,0,0,5,0,0,0,0,8.01,0,0,0,0,0.215,0,0,0,0,0.776,0,0,0,0,7.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,0,0,0,0,13.01
272201,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,13,0,1,2,13,0,0,0,0,0,0,13,12,1,2,0,22.741,19.225,1.492,3.366,0,0.562,0.517,0.013,0.038,0,2.141,1.861,0.043,0.132,0,20.602,17.363,1.449,3.234,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,59.826,0,20,0,20,79.826
272202,2020,Los Angeles,1,Mar Vista,5,2,11,26,62,37,0,0,0,2,0,0,0,0,0,0,2,4,1,0,1,2.997,6.997,1.602,0,1.683,0.126,0.173,0.043,0,0.019,0.435,0.659,0.155,0,0.066,2.562,6.339,1.447,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,0,0,13.28
272301,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,0,1.749,4.806,0,0,0,0.043,0.129,0,0,0,0.165,0.465,0,0,0,1.585,4.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.555,0,0,0,0,6.555
272302,2020,Los Angeles,1,Mar Vista,5,2,11,30,54,37,17,0,0,2,20,0,0,0,0,0,0,1,1,8,2,0,1.749,1.602,11.937,3.367,0,0.043,0.043,0.102,0.038,0,0.165,0.155,0.346,0.132,0,1.585,1.447,11.592,3.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.655,0,0,0,0,38.655
273100,2020,Los Angeles,1,Venice,5,3,11,26,62,33,27,0,0,1,21,0,0,0,0,0,3,13,6,15,13,4.496,22.742,9.612,22.383,21.883,0.188,0.562,0.258,0.191,0.247,0.653,2.14,0.931,0.648,0.86,3.843,20.602,8.681,21.734,21.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.12,0,0,0,0,102.12
273200,2020,Los Angeles,1,Venice,5,3,11,26,62,33,13,0,1,1,13,0,0,0,0,0,2,17,14,0,17,2.997,29.739,22.429,0,28.616,0.126,0.734,0.603,0,0.323,0.435,2.799,2.172,0,1.125,2.562,26.941,20.257,0,27.492,3,5,11,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.782,16,0,0,16,112.78
273300,2020,Los Angeles,1,Venice,5,3,11,26,62,33,45,0,0,1,33,0,0,0,0,0,5,15,10,32,33,7.493,26.241,16.021,47.75,55.549,0.314,0.648,0.431,0.407,0.627,1.088,2.47,1.552,1.383,2.183,6.405,23.771,14.469,46.366,53.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.05,0,0,0,0,186.05
273402,2020,Los Angeles,1,Venice,5,3,11,26,62,33,48,0,0,1,160,0,0,0,0,0,18,14,26,68,92,26.975,24.491,41.654,101.47,154.86,1.13,0.605,1.12,0.865,1.747,3.918,2.305,4.034,2.94,6.086,23.057,22.186,37.62,98.528,148.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.45,0,0,0,0,509.45
273502,2020,Los Angeles,1,Venice,5,3,11,26,62,33,18,0,0,1,63,0,0,0,0,0,7,54,6,38,22,10.49,94.466,9.612,56.703,37.033,0.44,2.333,0.258,0.483,0.418,1.524,8.89,0.931,1.643,1.455,8.967,85.576,8.681,55.06,35.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.3,0,0,0,0,271.3
273600,2020,Los Angeles,1,Venice,5,3,11,26,62,33,10,0,0,1,33,0,0,0,0,0,7,31,16,9,6,10.49,54.231,25.633,13.43,10.1,0.44,1.339,0.689,0.114,0.114,1.524,5.104,2.483,0.389,0.397,8.967,49.127,23.151,13.04,9.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.88,0,0,0,0,146.88
273700,2020,Los Angeles,1,Venice,5,3,11,26,62,37,5,0,0,1,5,0,0,0,0,0,2,7,14,0,3,2.997,12.246,22.429,0,5.05,0.126,0.302,0.603,0,0.057,0.435,1.152,2.172,0,0.198,2.562,11.093,20.257,0,4.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.722,0,0,0,0,47.722
273800,2020,Los Angeles,1,Venice/Mar Vista,5,2,11,26,62,33,10,0,0,2,23,0,0,0,0,0,1,7,5,0,1,1.499,12.246,8.01,0,1.683,0.063,0.302,0.215,0,0.019,0.218,1.152,0.776,0,0.066,1.281,11.093,7.235,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.438,0,0,0,0,46.438
273902,2020,Los Angeles,1,Venice,5,3,11,26,62,33,31,0,0,1,38,0,0,0,0,0,10,22,16,13,33,14.986,38.486,25.633,19.398,55.549,0.628,0.95,0.689,0.165,0.627,2.176,3.622,2.483,0.562,2.183,12.809,34.864,23.151,18.836,53.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.05,0,0,0,0,192.05
274100,2020,Los Angeles,1,Venice,5,2,11,26,62,33,6,0,0,1,13,0,0,0,0,0,1,11,9,1,7,1.499,19.243,14.419,1.492,11.783,0.063,0.475,0.388,0.013,0.133,0.218,1.811,1.396,0.043,0.463,1.281,17.432,13.022,1.449,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.436,0,0,0,0,61.436
274202,2020,Los Angeles,1,Venice,5,3,11,26,62,33,9,0,0,1,4,0,0,0,0,0,0,1,0,1,1,0,1.749,0,1.492,1.683,0,0.043,0,0.013,0.019,0,0.165,0,0.043,0.066,0,1.585,0,1.449,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.925,0,0,0,0,8.925
275101,2020,Los Angeles,1,Del Rey,5,2,11,26,54,37,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1.749,3.204,0,0,0,0.043,0.086,0,0,0,0.165,0.31,0,0,0,1.585,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.954,0,0,0,0,5.954
275102,2020,Los Angeles,1,Del Rey,5,2,11,26,62,37,0,0,0,2,2,0,0,0,0,0,2,0,1,2,0,2.997,0,1.602,2.984,0,0.126,0,0.043,0.025,0,0.435,0,0.155,0.086,0,2.562,0,1.447,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.584,0,0,0,0,9.584
275200,2020,Los Angeles,1,Del Rey,5,2,11,26,62,37,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275302,2020,Los Angeles,1,Del Rey,5,2,11,26,62,33,0,0,0,1,5,0,0,0,0,0,2,3,5,3,1,2.997,5.248,8.01,4.477,1.683,0.126,0.13,0.215,0.038,0.019,0.435,0.494,0.776,0.13,0.066,2.562,4.754,7.235,4.347,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.415,0,0,0,0,27.415
275311,2020,Los Angeles,1,Del Rey,5,2,11,26,62,37,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,3.204,4.477,0,0,0,0.086,0.038,0,0,0,0.31,0.13,0,0,0,2.894,4.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.681,0,0,0,0,7.681
275400,2020,Los Angeles,1,Del Rey,5,2,11,26,54,37,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,1.602,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.602,0,0,0,0,7.602
275500,2020,Los Angeles,1,Del Rey,5,2,11,26,62,37,0,0,0,2,0,0,0,0,0,0,8,2,7,0,0,11.989,3.499,11.215,0,0,0.502,0.086,0.302,0,0,1.741,0.329,1.086,0,0,10.248,3.169,10.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.702,0,0,0,0,26.702
275602,2020,Los Angeles/Unincorporated,1,Playa Vista/Del Rey,5,2,11,26,62,43,0,0,0,3,1,0,0,0,0,0,0,9,6,10,3,0,15.744,9.612,14.922,5.05,0,0.389,0.258,0.127,0.057,0,1.482,0.931,0.432,0.198,0,14.263,8.682,14.489,4.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.328,0,0,0,0,46.328
275603,2020,Los Angeles,1,Playa Vista,5,2,11,26,62,37,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,1.499,0,0,2.984,0,0.063,0,0,0.025,0,0.218,0,0,0.086,0,1.281,0,0,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.483,0,0,0,0,8.483
276000,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,1,0,0,2,1,0,0,0,0,0,1,1,8,0,0,1.499,1.749,12.817,0,0,0.063,0.043,0.345,0,0,0.218,0.165,1.241,0,0,1.281,1.585,11.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.065,0,0,0,0,17.065
276100,2020,Los Angeles,1,Westchester/Playa,5,2,11,30,54,43,0,0,0,1,8,0,0,0,0,0,5,0,14,0,0,7.493,0,22.429,0,0,0.314,0,0.603,0,0,1.088,0,2.172,0,0,6.405,0,20.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.922,0,0,0,0,37.922
276400,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276500,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,1,1,4,0,0,0,0,0,1,2,3,0,0,1.499,3.499,4.806,0,0,0.063,0.086,0.129,0,0,0.218,0.329,0.465,0,0,1.281,3.169,4.341,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13.804,0,8,0,8,21.804
276601,2020,Los Angeles,1,Westchester/Playa,5,4,11,26,62,43,0,0,0,2,1,0,0,0,0,0,2,0,8,2,0,2.997,0,12.816,2.984,0,0.126,0,0.344,0.025,0,0.435,0,1.241,0.086,0,2.562,0,11.576,2.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.798,0,0,0,0,19.798
276603,2020,Los Angeles,1,Westchester/Playa,5,4,11,26,62,43,0,0,0,2,0,0,0,0,0,0,0,1,7,0,0,0,1.749,11.215,0,0,0,0.043,0.302,0,0,0,0.165,1.086,0,0,0,1.585,10.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.964,0,0,0,0,12.964
276604,2020,Los Angeles,1,Westchester/Playa,5,4,11,26,62,43,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,1.749,3.204,0,0,0,0.043,0.086,0,0,0,0.165,0.31,0,0,0,1.585,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.954,0,0,0,0,4.954
277000,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
277100,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,1.499,0,3.204,0,0,0.063,0,0.086,0,0,0.218,0,0.31,0,0,1.281,0,2.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.703,0,0,0,0,6.703
277200,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,6.408,0,1.683,0,0,0.172,0,0.019,0,0,0.621,0,0.066,0,0,5.788,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.092,0,0,0,0,9.092
277400,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1.499,0,0,0,1.683,0.063,0,0,0,0.019,0.218,0,0,0,0.066,1.281,0,0,0,1.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.182,0,0,0,0,5.182
278001,2020,Los Angeles,1,Westchester/Playa,5,2,11,26,62,43,14,0,0,1,48,0,0,3,0,0,9,4,10,0,0,13.487,6.997,16.021,0,0,0.565,0.173,0.431,0,0,1.959,0.659,1.552,0,0,11.528,6.339,14.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.505,0,0,0,0,87.505
278102,2020,Los Angeles,1,Westchester/Playa,5,4,11,26,62,33,0,0,0,1,5,0,0,0,0,0,0,6,0,4,0,0,10.496,0,5.969,0,0,0.259,0,0.051,0,0,0.988,0,0.173,0,0,9.508,0,5.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.465,0,0,0,0,21.465
291110,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,1,15,0,0,0,0,0,3,2,9,0,0,4.044,3.779,14.846,0,0,0.188,0.086,0.388,0,0,0.653,0.329,1.396,0,0,3.391,3.449,13.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.668,0,0,0,0,37.668
291120,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,1,17,0,0,0,0,0,8,0,22,7,0,10.784,0,36.289,10.249,0,0.502,0,0.948,0.089,0,1.741,0,3.414,0.303,0,9.043,0,32.876,9.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.323,0,0,0,0,74.323
291130,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,1,0,0,0,0,0,0,7,4,30,0,0,9.436,7.557,49.485,0,0,0.44,0.173,1.292,0,0,1.524,0.659,4.655,0,0,7.913,6.899,44.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.479,0,0,0,0,66.479
291210,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.464,0,0,0,0,0.013,0,0,0,0,0.043,0,0,0,0,1.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464,0,0,0,0,2.464
291220,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,1,3,0,0,0,0,0,4,3,2,1,0,5.392,5.668,3.299,1.464,0,0.251,0.13,0.086,0.013,0,0.871,0.494,0.31,0.043,0,4.522,5.174,2.989,1.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.823,0,0,0,0,18.823
291300,2020,Los Angeles,1,Harbor Gateway North and South,8,2,15,35,64,43,0,0,0,2,10,0,0,0,0,0,1,2,4,0,1,1.348,3.779,6.598,0,1.3,0.063,0.086,0.172,0,0.019,0.218,0.329,0.621,0,0.066,1.13,3.449,5.977,0,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.025,0,0,0,0,23.025
292000,2020,Los Angeles/Unincorporated,1,Harbor Gateway North and South/Harbor Gateway,8,4,15,35,64,43,0,0,0,3,6,0,0,0,0,0,4,4,10,0,0,5.392,7.557,16.495,0,0,0.251,0.173,0.43,0,0,0.871,0.659,1.551,0,0,4.521,6.899,14.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.445,0,0,0,0,35.445
293201,2020,Los Angeles,1,Harbor Gateway North and South,8,4,15,35,66,43,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,5.668,0,0,0,0,0.13,0,0,0,0,0.494,0,0,0,0,5.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.668,0,0,0,0,7.668
293202,2020,Los Angeles,1,Harbor Gateway North and South,8,4,15,35,66,43,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,9.897,0,0,0,0,0.258,0,0,0,0,0.931,0,0,0,0,8.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.897,0,0,0,0,9.897
293301,2020,Los Angeles,1,Harbor City,8,4,15,35,66,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3,0,0,0,0,0.019,0,0,0,0,0.066,0,0,0,0,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,1.3
293302,2020,Los Angeles,1,Harbor City,8,4,15,35,66,43,0,0,0,1,27,0,0,0,0,0,18,12,21,13,12,24.265,22.672,34.64,19.033,15.603,1.13,0.518,0.905,0.165,0.228,3.918,1.976,3.258,0.562,0.794,20.348,20.696,31.381,18.471,14.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.21,0,0,0,0,143.21
293304,2020,Los Angeles,1,Harbor City,8,4,15,35,66,33,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
293306,2020,Los Angeles,1,Harbor City,8,4,15,35,66,33,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.65,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,1.65
293307,2020,Los Angeles,1,Harbor City,8,4,15,35,66,33,0,0,0,2,0,0,0,0,0,0,0,3,5,0,0,0,5.668,8.248,0,0,0,0.13,0.215,0,0,0,0.494,0.776,0,0,0,5.174,7.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.916,0,0,0,0,13.916
294110,2020,Los Angeles,1,Wilmington,8,4,15,35,64,44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.65,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,1.65
294120,2020,Los Angeles,1,Wilmington,8,4,15,35,64,44,0,0,0,1,5,0,0,0,0,0,1,1,12,1,6,1.348,1.889,19.794,1.464,7.801,0.063,0.043,0.517,0.013,0.114,0.218,0.165,1.862,0.043,0.397,1.13,1.725,17.932,1.421,7.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.297,0,0,0,0,37.297
294200,2020,Los Angeles,1,Wilmington,8,4,15,35,64,44,0,0,0,1,7,0,0,0,0,0,1,1,2,0,0,1.348,1.889,3.299,0,0,0.063,0.043,0.086,0,0,0.218,0.165,0.31,0,0,1.13,1.725,2.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.536,0,0,0,0,13.536
294301,2020,Los Angeles,1,Wilmington,8,4,15,35,64,44,0,0,0,2,3,0,0,0,0,0,0,0,3,0,1,0,0,4.949,0,1.3,0,0,0.129,0,0.019,0,0,0.465,0,0.066,0,0,4.483,0,1.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.249,0,0,0,0,9.249
294302,2020,Los Angeles,1,Wilmington,8,4,15,35,64,44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.65,0,0,0,0,0.043,0,0,0,0,0.155,0,0,0,0,1.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,1.65
294410,2020,Los Angeles,1,Harbor City,8,4,15,35,66,33,43,0,0,2,19,0,0,0,0,0,4,0,2,32,0,5.392,0,3.299,46.851,0,0.252,0,0.086,0.407,0,0.87,0,0.31,1.383,0,4.522,0,2.989,45.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.542,0,0,0,0,74.542
294421,2020,Los Angeles,1,Harbor City,8,4,15,35,66,33,0,0,0,1,8,0,0,0,0,0,0,2,5,0,0,0,3.779,8.248,0,0,0,0.086,0.215,0,0,0,0.329,0.776,0,0,0,3.449,7.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.026,0,0,0,0,20.026
