tract_split,Year,City,LACity,Community_Name,SPA,sd,cd,ca_ssd,ca_sad,us_cd,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totEncamp,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totESPeople,totTHPeople,totSHPeople,totSheltPeople
101110,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101122,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101220,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101221,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101222,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101300,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101400,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,10,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102103_q1,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,44,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102103_q2,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102103_q3,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,44,30,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102104_q1,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102104_q2,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,44,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102105,2023,Los Angeles city,1,Los Angeles city,2,5,2,20,43,29,2,0,0,0,0,0,1,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102107_xw1,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102107_xw2,2023,,2,Los Angeles city,2,5,0,20,44,30,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103101_q1,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103101_q2,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,1,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103102,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,3,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103201_q1,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103201_q2,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,5,0,0,0,0,0,4,1,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103202_q1,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,15,0,0,0,0,0,4,2,5,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103202_q2,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103300,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,1,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103401,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103402,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,44,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104103,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,9,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104105_q1,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104105_q2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104108_y1,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104108_y2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104108_y3,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,12,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104108_y4,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124_xw1,2023,,2,Unincorporated - Kagel/Lopez Canyons,2,5,0,20,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124_xw2,2023,,2,Unincorporated - Kagel/Lopez Canyons,2,5,0,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124_xw3,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
104124_xw4,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124_xw5,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104201,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,21,0,0,0,0,0,15,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104203,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104204_xyw1,2023,,2,Unincorporated - Kagel/Lopez Canyons,2,5,0,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104204_xyw2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104204_xyw3,2023,Los Angeles city,1,Los Angeles city,2,5,7,20,43,29,8,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104310,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,6,0,0,0,0,0,26,8,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104321,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104322,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,1,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104401,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104403_q1,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,21,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104403_q2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104404,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,5,0,0,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104500,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,0,3,2,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27
104610,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,9,0,0,0,0,0,1,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104620,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104701,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,11,0,0,0,0,0,2,4,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104703_r1,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,4,0,0,0,0,0,10,7,52,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104703_r2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,30,5,0,0,0,0,0,8,4,44,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104704,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,17,0,0,0,0,0,5,5,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104821,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104822,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,4,0,0,0,0,0,2,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104823,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104824,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106010,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,1,0,0,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35
106020,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,7,1,2,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106111,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106112,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,3,0,0,0,0,0,0,0,2,4,2,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,68
106113,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106114,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,7,0,0,0,0,0,0,0,4,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16
106403,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106405,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106406,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,7,0,0,0,0,0,22,11,43,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106407,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28
106408,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106510_x1,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,6,0,0,0,0,0,13,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106510_x2,2023,Los Angeles city,1,Los Angeles city,2,3,12,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106520,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106603,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106604,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,3,1,15,4,2,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93
106641,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106642,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106643,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106645,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106646,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,1,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106648,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106649,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107010,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107020,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,5,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108101,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108102,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108103,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108104,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108202_q1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108202_q2,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108203,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108204,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109100,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109200,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109300,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109400,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,2,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109500,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109601_x1,2023,Los Angeles city,1,Los Angeles city,2,3,6,20,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109601_x2,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109603,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109604,2023,Los Angeles city,1,Los Angeles city,2,3,7,20,43,29,4,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109700_r1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109700_r2,2023,Los Angeles city,1,Los Angeles city,2,3,12,20,40,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109800_r1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109800_r2,2023,Los Angeles city,1,Los Angeles city,2,3,12,20,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111100,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,5,0,0,0,0,0,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111201,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111202,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111204,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111205_q1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,3,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111205_q2,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111206_q1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111206_q2,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111206_q3,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111302,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111303_r1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111303_r2,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111304,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111401,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,6,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111402,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113101_r1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113101_r2,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113102_q1,2023,Los Angeles city,1,Los Angeles city,2,3,12,27,40,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
