tract_split,Year,City,LACity,Community_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,SheltHmisCt,DemogSurveyAny,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totSafeParkSingAdult,totSafeParkFamHH,totSafeParkFamMem,totCars,totVans,totCampers,totTents,totMSS,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMSSPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMSSHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMSSPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMSSPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
101110,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2.98,1.456,0,0,0,0.037,0.019,0,0,0,0.114,0.077,0,0,0,2.866,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.436,0,0,0,0,4.436
101122a,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1.475,0,1.456,0,0,0.047,0,0.019,0,0,0.152,0,0.077,0,0,1.323,0,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0,0,0,0,5.93
101122b,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.49,0,0,0,0,0.018,0,0,0,0,0.057,0,0,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49
101210,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0,2.98,1.456,0,0,0,0.037,0.019,0,0,0,0.114,0.077,0,0,0,2.866,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.436,0,0,0,0,9.436
101220,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101300a,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,10,0,1,0,1,3,0,0,0,0,0,3,0,3,0,1,4.424,0,4.367,0,1.685,0.14,0,0.057,0,0.004,0.456,0,0.232,0,0.011,3.969,0,4.135,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.476,0,0,0,0,13.476
101300b,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,2.98,1.456,0,0,0,0.037,0.019,0,0,0,0.114,0.077,0,0,0,2.866,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.436,0,0,0,0,5.436
101400a,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,1,0,0,0,5.035,1.685,0,0,0,0.008,0.004,0,0,0,0.026,0.011,0,0,0,5.008,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.72,0,0,0,0,12.72
101400b,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,20,0,0,0,0,0,3,0,6,3,1,4.424,0,8.734,3.776,1.685,0.14,0,0.114,0.006,0.004,0.456,0,0.465,0.02,0.011,3.969,0,8.269,3.756,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.619,0,0,0,0,38.619
102103,2022,Los Angeles,1,Shadow Hills,2,5,2,25,39,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
102104,2022,Los Angeles,1,Shadow Hills,2,5,2,25,39,28,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,2.911,0,0,0,0,0.038,0,0,0,0,0.155,0,0,0,0,2.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.911,0,0,0,0,4.911
102105a,2022,Los Angeles,1,Sun Valley,2,5,2,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102105b,2022,Los Angeles,1,Sun Valley,2,5,2,18,39,29,1,0,1,0,1,0,0,0,0,0,0,2,0,9,2,0,2.95,0,13.101,2.517,0,0.094,0,0.171,0.004,0,0.304,0,0.697,0.013,0,2.646,0,12.404,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.568,0,0,0,0,18.568
102107a,2022,Los Angeles,1,Shadow Hills,2,5,7,25,39,28,0,0,0,0,1,6,0,0,0,0,0,4,0,7,2,2,5.899,0,10.189,2.517,3.37,0.187,0,0.133,0.004,0.008,0.608,0,0.542,0.013,0.023,5.292,0,9.647,2.504,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.976,0,0,0,0,27.976
102107b,2022,Los Angeles,1,Shadow Hills,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103101a,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
103101p,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,6,0,0,0,0,0,0,0,0,5,7,0,0,0,6.293,11.796,0,0,0,0.01,0.026,0,0,0,0.033,0.079,0,0,0,6.261,11.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.09,0,0,0,0,24.09
103102a,2022,Los Angeles,1,Tujunga,2,5,7,25,39,28,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,0,0,1.456,0,1.685,0,0,0.019,0,0.004,0,0,0.077,0,0.011,0,0,1.378,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.141,0,0,0,0,8.141
103102b,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2.517,0,0,0,0,0.004,0,0,0,0,0.013,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.517,0,0,0,0,3.517
103102c,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103200a,2022,Los Angeles,1,Shadow Hills,2,5,7,25,39,29,0,0,0,0,1,4,0,0,0,0,0,1,0,1,2,8,1.475,0,1.456,2.517,13.482,0.047,0,0.019,0.004,0.03,0.152,0,0.077,0.013,0.091,1.323,0,1.378,2.504,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.929,0,0,0,0,22.929
103200b,2022,Los Angeles,1,Lake View Terrace,2,5,7,25,39,29,0,0,0,0,1,20,0,0,0,0,0,2,6,7,7,0,2.95,8.941,10.189,8.811,0,0.094,0.11,0.133,0.013,0,0.304,0.342,0.542,0.046,0,2.646,8.599,9.647,8.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.891,0,0,0,0,50.891
103200c,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1.475,0,2.911,0,0,0.047,0,0.038,0,0,0.152,0,0.155,0,0,1.323,0,2.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.386,0,0,0,0,4.386
103200d,2022,Unincorporated,2,Kagel/Lopez Canyons,2,5,0,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103300a,2022,Los Angeles,1,Shadow Hills,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103300b,2022,Los Angeles,1,Shadow Hills,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103400a,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,4.424,0,0,0,0,0.14,0,0,0,0,0.456,0,0,0,0,3.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.424,0,0,0,0,8.424
103400b,2022,Los Angeles,1,Sunland,2,5,7,25,39,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1.259,1.685,0,0,0,0.002,0.004,0,0,0,0.007,0.011,0,0,0,1.252,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.944,0,0,0,0,4.944
104103,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,2.95,1.49,2.911,0,0,0.094,0.018,0.038,0,0,0.304,0.057,0.155,0,0,2.646,1.433,2.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.351,0,0,0,0,7.351
104105a,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104105b,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1.49,2.911,0,0,0,0.018,0.038,0,0,0,0.057,0.155,0,0,0,1.433,2.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.401,0,0,0,0,4.401
104108a,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,1.49,0,0,3.37,0,0.018,0,0,0.008,0,0.057,0,0,0.023,0,1.433,0,0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.861,0,0,0,0,7.861
104108b,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1.475,0,0,0,0,0.047,0,0,0,0,0.152,0,0,0,0,1.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.475,0,0,0,0,6.475
104108c,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124a,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
104124b,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104124c,2022,Unincorporated,2,Kagel/Lopez Canyons,2,3,0,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104201,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,2,0,1,0,1,3,0,0,0,0,0,0,0,30,7,24,0,0,43.669,8.811,40.445,0,0,0.568,0.013,0.091,0,0,2.324,0.046,0.272,0,0,41.345,8.765,40.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.925,0,0,0,0,95.925
104203,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.475,0,1.456,0,0,0.047,0,0.019,0,0,0.152,0,0.077,0,0,1.323,0,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,2.93
104204a,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.056,0,0,0,0,0.011,0,0,0,0,0.034,0,0,0,0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.056,0,0,0,0,5.056
104204b,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1.475,2.98,1.456,0,0,0.047,0.037,0.019,0,0,0.152,0.114,0.077,0,0,1.323,2.866,1.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.911,0,0,0,0,5.911
104204p,2022,Los Angeles,1,Lake View Terrace,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104310a,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,8,0,1,0,1,1,0,0,0,0,0,1,3,24,0,12,1.475,4.471,34.935,0,20.222,0.047,0.055,0.455,0,0.045,0.152,0.171,1.859,0,0.136,1.323,4.3,33.076,0,20.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.103,0,0,0,0,62.103
104310b,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,13.101,0,0,0,0,0.171,0,0,0,0,0.697,0,0,0,0,12.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.101,0,0,0,0,13.101
104320,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,94,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,5.823,0,0,0,0,0.076,0,0,0,0,0.31,0,0,0,0,5.513,0,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.823,55,0,0,55,60.823
104401,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
104403,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,8,0,1,0,1,7,0,0,0,0,0,4,0,1,5,11,5.899,0,1.456,6.293,18.537,0.187,0,0.019,0.01,0.042,0.608,0,0.077,0.033,0.125,5.292,0,1.378,6.261,18.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.185,0,0,0,0,39.185
104404,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,4.424,0,8.734,0,0,0.14,0,0.114,0,0,0.456,0,0.465,0,0,3.969,0,8.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.158,0,0,0,0,13.158
104500,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2.517,0,0,0,0,0.004,0,0,0,0,0.013,0,0,0,0,2.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.517,0,0,0,0,5.517
104610,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.49,0,0,0,0,0.018,0,0,0,0,0.057,0,0,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49
104620,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,3,1,11,0,2,4.424,1.49,16.012,0,3.37,0.14,0.018,0.208,0,0.008,0.456,0.057,0.852,0,0.023,3.969,1.433,15.16,0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.297,0,0,0,0,25.297
104701,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,8,2,10,0,0,11.798,2.98,14.556,0,0,0.374,0.037,0.189,0,0,1.215,0.114,0.775,0,0,10.583,2.866,13.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.335,0,0,0,0,29.335
104703,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,12,0,1,0,1,2,0,0,0,0,0,4,2,60,0,3,5.899,2.98,87.338,0,5.056,0.187,0.037,1.137,0,0.011,0.608,0.114,4.647,0,0.034,5.292,2.866,82.691,0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.27,0,0,0,0,103.27
104704,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,2,19,0,0,0,2.98,27.657,0,0,0,0.037,0.36,0,0,0,0.114,1.472,0,0,0,2.866,26.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.637,0,0,0,0,33.637
104810,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,0,4,6,0,0,0,5.961,8.734,0,0,0,0.073,0.114,0,0,0,0.228,0.465,0,0,0,5.733,8.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.694,0,0,0,0,14.694
104821a,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5.056,0,0,0,0,0.011,0,0,0,0,0.034,0,0,0,0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.056,0,0,0,0,7.056
104821b,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.49,0,0,0,0,0.018,0,0,0,0,0.057,0,0,0,0,1.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49
104822,2022,Los Angeles,1,Pacoima,2,3,7,18,39,29,4,0,1,0,1,4,0,0,0,0,0,0,2,0,2,8,0,2.98,0,2.517,13.482,0,0.037,0,0.004,0.03,0,0.114,0,0.013,0.091,0,2.866,0,2.504,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.979,0,0,0,0,22.979
106010,2022,Los Angeles,1,Sylmar,2,5,7,18,39,29,0,0,0,1,1,0,0,0,0,0,0,4,0,6,0,1,5.899,0,8.734,0,1.685,0.187,0,0.114,0,0.004,0.608,0,0.465,0,0.011,5.292,0,8.269,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.318,0,0,0,0,16.318
106020a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106020b,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,1.475,0,4.367,0,1.685,0.047,0,0.057,0,0.004,0.152,0,0.232,0,0.011,1.323,0,4.135,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.527,0,0,0,0,8.527
106111a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
106111b,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106112a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106112b,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,55,0,1,1,1,0,0,0,0,0,2,2,13,0,0,2.95,2.98,18.923,0,0,0.094,0.037,0.246,0,0,0.304,0.114,1.007,0,0,2.646,2.866,17.916,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.853,60,0,0,60,85.853
106113,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,4,0,0,8.734,0,6.741,0,0,0.114,0,0.015,0,0,0.465,0,0.045,0,0,8.269,0,6.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.475,0,0,0,0,17.475
106114,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,16,0,1,1,6,0,0,0,0,0,0,3,4,2,0,0,4.471,5.823,2.517,0,0,0.055,0.076,0.004,0,0,0.171,0.31,0.013,0,0,4.3,5.513,2.504,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.81,16,0,0,16,34.81
106403,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,2.98,0,0,0,0,0.037,0,0,0,0,0.114,0,0,0,0,2.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,5.98
106405,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,2.98,5.823,0,0,0,0.037,0.076,0,0,0,0.114,0.31,0,0,0,2.866,5.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.803,0,0,0,0,8.803
106406a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106406b,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,6,0,7,0,0,8.849,0,10.189,0,0,0.281,0,0.133,0,0,0.911,0,0.542,0,0,7.937,0,9.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.038,0,0,0,0,19.038
106407,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
106408,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6.741,0,0,0,0,0.015,0,0,0,0,0.045,0,0,0,0,6.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.741,0,0,0,0,7.741
106510a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,0,7,4,39,5,3,10.323,5.961,56.77,6.293,5.056,0.328,0.073,0.739,0.01,0.011,1.063,0.228,3.021,0.033,0.034,9.26,5.733,53.749,6.261,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.403,0,0,0,0,88.403
106510b,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106520a,2022,Los Angeles,1,Sylmar,2,3,7,18,39,29,2,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,5.823,0,0,0,0,0.076,0,0,0,0,0.31,0,0,0,0,5.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.823,0,0,0,0,5.823
