tract,Year,City,LACity,Community_Name,SPA,SD,CD,DemogSurvCt,YouthSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totMakeshift,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMakeshiftPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMakeshiftHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMakeshiftPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMakeshiftPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
206020,2019,Los Angeles,1,Chinatown/Wholesale District,4,1,14,7,5,0,0,1,113,0,0,1,1,1,1,4,1.427,1.701,1.958,1.331,7.491,0.024,0.027,0.032,0.015,0.113,0.068,0.089,0.113,0.056,0.477,1.359,1.613,1.844,1.275,7.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.21,0,0,0,0,141.21
206031,2019,Los Angeles,1,Arts District/Fashion District,4,1,14,7,1,0,0,1,55,0,0,3,3,6,15,83,4.282,5.104,11.745,19.966,155.44,0.073,0.08,0.191,0.22,2.338,0.205,0.266,0.681,0.843,9.903,4.078,4.838,11.065,19.123,145.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.32,0,0,0,0,258.32
206032,2019,Los Angeles,1,Wholesale District,4,1,14,0,0,0,1,1,16,0,0,3,2,4,4,32,4.282,3.402,7.83,5.324,59.929,0.073,0.053,0.127,0.059,0.901,0.205,0.177,0.454,0.225,3.818,4.078,3.225,7.376,5.1,56.111,52,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,96.768,66,8,0,74,170.77
206050,2019,Los Angeles,1,Fashion District,4,1,14,0,0,0,0,1,106,0,0,5,15,10,15,15,7.137,25.518,19.576,19.966,28.092,0.121,0.398,0.318,0.22,0.423,0.341,1.329,1.135,0.843,1.79,6.796,24.189,18.441,19.123,26.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.29,0,0,0,0,206.29
206200,2019,Los Angeles,1,Little Tokyo/Skid Row,4,1,14,190,1,0,1,1,276,1,2,5,2,0,164,76,7.137,3.402,0,218.29,142.33,0.121,0.053,0,2.41,2.141,0.341,0.177,0,9.213,9.068,6.796,3.225,0,209.08,133.26,35,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,650.36,35,20,0,55,705.36
206300,2019,Los Angeles,1,Skid Row,4,2,14,161,14,0,1,1,492,0,0,9,7,0,408,104,12.847,11.909,0,543.07,194.77,0.218,0.186,0,5.995,2.93,0.614,0.62,0,22.919,12.409,12.233,11.288,0,520.15,182.36,995,75,215,34,9,9,0,453,59,184,4,4,14,0,0,0,0,0,0,0,0,1271.7,1253,655,0,1908,3179.7
207101,2019,Los Angeles,1,Chinatown,4,1,1,0,0,0,0,1,21,0,0,0,1,0,0,8,0,1.701,0,0,14.982,0,0.027,0,0,0.225,0,0.089,0,0,0.955,0,1.613,0,0,14.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.683,0,0,0,0,37.683
207102,2019,Los Angeles,1,Chinatown/El Pueblo,4,1,1,0,0,0,1,1,78,0,0,2,0,0,0,62,2.855,0,0,0,116.11,0.048,0,0,0,1.747,0.136,0,0,0,7.398,2.718,0,0,0,108.71,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.97,39,0,0,39,235.97
207103,2019,Los Angeles,1,Chinatown,4,1,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,5.104,0,0,0,0,0.08,0,0,0,0,0.266,0,0,0,0,4.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.104,0,0,0,0,6.104
207301,2019,Los Angeles,1,Fashion District/Historic Core,4,1,14,22,3,0,1,1,109,0,0,0,0,0,3,0,0,0,0,3.993,0,0,0,0,0.044,0,0,0,0,0.169,0,0,0,0,3.825,0,205,0,0,0,0,0,0,145,0,0,2,0,0,0,0,0,0,0,0,0,0,117.59,205,147,0,352,469.59
207302,2019,Los Angeles,1,Historic Core,4,1,14,0,1,0,0,1,53,0,0,0,0,0,11,4,0,0,0,14.642,7.491,0,0,0,0.162,0.113,0,0,0,0.618,0.477,0,0,0,14.024,7.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.373,0,0,0,0,76.373
207400,2019,Los Angeles,1,Civic Center/Bunker Hill/Little Tokyo,4,1,14,0,2,0,0,1,117,0,0,0,0,0,36,8,0,0,0,47.918,14.982,0,0,0,0.529,0.225,0,0,0,2.022,0.955,0,0,0,45.896,14.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7,0,0,0,0,183.7
207501,2019,Los Angeles,1,Civic Center/Bunker Hill,4,1,14,0,0,0,0,1,16,0,0,0,0,0,4,1,0,0,0,5.324,1.873,0,0,0,0.059,0.028,0,0,0,0.225,0.119,0,0,0,5.1,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.197,0,0,0,0,23.197
207502,2019,Los Angeles,1,Civic Center/Bunker Hill/Historic Core,4,1,14,0,0,0,0,1,30,0,0,0,0,0,2,1,0,0,0,2.662,1.873,0,0,0,0.029,0.028,0,0,0,0.112,0.119,0,0,0,2.55,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.535,0,0,0,0,34.535
207710,2019,Los Angeles,1,Civic Center/Bunker Hill/Historic Core/Other,4,1,14,52,0,0,1,1,132,0,0,11,0,0,34,10,15.701,0,0,45.256,18.728,0.266,0,0,0.5,0.282,0.75,0,0,1.91,1.193,14.951,0,0,43.346,17.535,15,20,57,3,1,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,211.68,78,19,0,97,308.68
207900,2019,Los Angeles,1,Fashion District/Historic Core/Other,4,1,14,0,0,0,0,1,62,0,0,0,0,0,0,20,0,0,0,0,37.456,0,0,0,0,0.563,0,0,0,0,2.386,0,0,0,0,35.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.456,0,0,0,0,99.456
208000,2019,Los Angeles,1,Civic Center/Bunker Hill/Temple-Beaudry,4,1,1,13,0,0,0,1,17,0,0,0,1,0,1,18,0,1.701,0,1.331,33.71,0,0.027,0,0.015,0.507,0,0.089,0,0.056,2.148,0,1.613,0,1.275,31.562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.742,0,0,0,0,53.742
208301,2019,Los Angeles,1,Temple-Beaudry,4,1,13,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.701,0,0,0,0,0.027,0,0,0,0,0.089,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.701,0,0,0,0,2.701
208302,2019,Los Angeles,1,Historic Filipinotown/Temple-Beaudry,4,1,13,2,0,0,1,1,7,0,0,1,2,0,3,0,1.427,3.402,0,3.993,0,0.024,0.053,0,0.044,0,0.068,0.177,0,0.169,0,1.359,3.225,0,3.825,0,47,0,0,2,0,0,0,0,21,63,0,0,0,0,0,0,0,0,0,0,0,15.823,49,63,0,112,127.82
208401,2019,Los Angeles,1,Temple-Beaudry,4,1,13,0,0,0,0,1,3,0,0,0,1,0,3,0,0,1.701,0,3.993,0,0,0.027,0,0.044,0,0,0.089,0,0.169,0,0,1.613,0,3.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.694,0,0,0,0,8.694
208402,2019,Los Angeles,1,Historic Filipinotown,4,1,13,0,0,0,0,1,5,0,0,3,10,8,14,4,4.282,17.012,15.661,18.635,7.491,0.073,0.266,0.255,0.206,0.113,0.205,0.886,0.908,0.786,0.477,4.078,16.126,14.753,17.848,7.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.081,0,0,0,0,68.081
208501,2019,Los Angeles,1,Historic Filipinotown,4,1,13,0,0,0,0,1,4,0,0,2,5,1,8,8,2.855,8.506,1.958,10.648,14.982,0.048,0.133,0.032,0.118,0.225,0.136,0.443,0.113,0.449,0.955,2.718,8.063,1.844,10.199,14.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.949,0,0,0,0,42.949
208502,2019,Los Angeles,1,Temple-Beaudry,4,1,13,0,0,0,0,1,3,0,0,0,1,0,0,2,0,1.701,0,0,3.746,0,0.027,0,0,0.056,0,0.089,0,0,0.239,0,1.613,0,0,3.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.447,0,0,0,0,8.447
208610,2019,Los Angeles,1,Historic Filipinotown/Temple-Beaudry,4,1,13,0,0,0,1,1,6,0,0,2,0,5,1,0,2.855,0,9.788,1.331,0,0.048,0,0.159,0.015,0,0.136,0,0.567,0.056,0,2.718,0,9.22,1.275,0,0,0,0,0,0,0,0,0,0,0,6,41,89,2,0,0,0,0,0,0,0,19.974,0,97,0,97,116.97
208620,2019,Los Angeles,1,Historic Filipinotown/Temple-Beaudry,4,1,13,0,0,0,0,1,4,0,0,1,2,3,5,0,1.427,3.402,5.873,6.655,0,0.024,0.053,0.095,0.073,0,0.068,0.177,0.34,0.281,0,1.359,3.225,5.532,6.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.358,0,0,0,0,21.358
208710,2019,Los Angeles,1,Westlake,4,2,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,10.648,0,0,0,0,0.118,0,0,0,0,0.449,0,0,0,0,10.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.648,0,0,0,0,10.648
208720,2019,Los Angeles,1,Westlake,4,2,1,0,0,0,0,1,13,0,0,0,4,0,2,6,0,6.805,0,2.662,11.237,0,0.106,0,0.029,0.169,0,0.354,0,0.112,0.716,0,6.451,0,2.55,10.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.704,0,0,0,0,33.704
208801,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,40,1,3,11,9,0,1,1,15.701,15.311,0,1.331,1.873,0.266,0.239,0,0.015,0.028,0.75,0.797,0,0.056,0.119,14.951,14.514,0,1.275,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.216,0,0,0,0,77.216
208802,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,1,1,14,0,0,2,2,0,1,3,2.855,3.402,0,1.331,5.618,0.048,0.053,0,0.015,0.085,0.136,0.177,0,0.056,0.358,2.718,3.225,0,1.275,5.26,121,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.207,124,0,0,124,151.21
208902,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,18,0,0,5,2,0,0,3,7.137,3.402,0,0,5.618,0.121,0.053,0,0,0.085,0.341,0.177,0,0,0.358,6.796,3.225,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.158,0,0,0,0,34.158
208903,2019,Los Angeles,1,Westlake,4,1,1,0,1,0,1,1,51,0,0,1,1,1,1,9,1.427,1.701,1.958,1.331,16.855,0.024,0.027,0.032,0.015,0.254,0.068,0.089,0.113,0.056,1.074,1.359,1.613,1.844,1.275,15.781,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.272,16,0,0,16,91.272
208904,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,5,0,0,1,2,0,0,1,1.427,3.402,0,0,1.873,0.024,0.053,0,0,0.028,0.068,0.177,0,0,0.119,1.359,3.225,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.703,0,0,0,0,11.703
209102,2019,Los Angeles,1,Civic Center/Bunker Hill/Westlake,4,1,1,13,0,0,0,1,11,0,0,2,6,0,0,0,2.855,10.207,0,0,0,0.048,0.159,0,0,0,0.136,0.532,0,0,0,2.718,9.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.062,0,0,0,0,24.062
209103,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209104,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1.427,1.701,0,0,0,0.024,0.027,0,0,0,0.068,0.089,0,0,0,1.359,1.613,0,0,0,0,0,0,0,0,0,0,10,44,88,0,0,0,0,0,0,0,0,0,0,0,3.129,0,98,0,98,101.129
209200,2019,Los Angeles,1,Civic Center/Bunker Hill/Westlake,4,1,1,0,0,0,1,1,16,0,0,0,0,0,23,0,0,0,0,30.614,0,0,0,0,0.338,0,0,0,0,1.292,0,0,0,0,29.322,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.614,76,,0,76,122.61
209300,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,23,0,0,3,2,2,8,17,4.282,3.402,3.915,10.648,31.837,0.073,0.053,0.064,0.118,0.479,0.205,0.177,0.227,0.449,2.028,4.078,3.225,3.688,10.199,29.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.085,0,0,0,0,77.085
209401,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,26,0,0,12,10,3,11,12,17.129,17.012,5.873,14.642,22.473,0.291,0.266,0.095,0.162,0.338,0.818,0.886,0.34,0.618,1.432,16.31,16.126,5.532,14.024,21.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.13,0,0,0,0,103.13
209402,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,35,0,0,1,1,0,2,7,1.427,1.701,0,2.662,13.109,0.024,0.027,0,0.029,0.197,0.068,0.089,0,0.112,0.835,1.359,1.613,0,2.55,12.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,0,0,0,0,53.9
209403,2019,Los Angeles,1,Westlake,4,1,1,0,0,0,0,1,3,0,0,3,0,0,4,7,4.282,0,0,5.324,13.109,0.073,0,0,0.059,0.197,0.205,0,0,0.225,0.835,4.078,0,0,5.1,12.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.716,0,0,0,0,25.716
209510,2019,Los Angeles,1,Pico-Union,4,1,1,0,0,0,0,1,32,0,0,1,3,4,25,10,1.427,5.104,7.83,33.276,18.728,0.024,0.08,0.127,0.367,0.282,0.068,0.266,0.454,1.404,1.193,1.359,4.838,7.376,31.872,17.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.365,0,0,0,0,98.365
209520,2019,Los Angeles,1,Pico-Union,4,1,1,0,1,0,0,1,26,0,0,7,13,5,10,6,9.992,22.116,9.788,13.311,11.237,0.17,0.345,0.159,0.147,0.169,0.477,1.152,0.567,0.562,0.716,9.514,20.964,9.22,12.749,10.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.443,0,0,0,0,93.443
209810,2019,Los Angeles,1,Pico-Union,4,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1.427,0,0,0,1.873,0.024,0,0,0,0.028,0.068,0,0,0,0.119,1.359,0,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,4.3
209820,2019,Los Angeles,1,Pico-Union,4,1,1,0,0,0,0,1,23,0,0,1,2,1,6,0,1.427,3.402,1.958,7.986,0,0.024,0.053,0.032,0.088,0,0.068,0.177,0.113,0.337,0,1.359,3.225,1.844,7.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.774,0,0,0,0,37.774
210010,2019,Los Angeles,1,Pico-Union,4,1,1,0,0,0,0,1,16,0,0,1,2,5,27,13,1.427,3.402,9.788,35.938,24.346,0.024,0.053,0.159,0.397,0.366,0.068,0.177,0.567,1.517,1.551,1.359,3.225,9.22,34.422,22.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.902,0,0,0,0,90.902
211000,2019,Los Angeles,1,Hancock Park,4,3,4,0,0,0,1,1,8,0,0,0,0,0,1,0,0,0,0,1.331,0,0,0,0,0.015,0,0,0,0,0.056,0,0,0,0,1.275,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.331,27,0,0,27,36.331
211120,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,1,1,40,0,0,2,1,1,23,7,2.855,1.701,1.958,30.614,13.109,0.048,0.027,0.032,0.338,0.197,0.136,0.089,0.113,1.292,0.835,2.718,1.613,1.844,29.322,12.274,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,90.237,0,7,0,7,97.237
211121,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,0,1,21,0,0,3,8,6,25,30,4.282,13.61,11.745,33.276,56.183,0.073,0.213,0.191,0.367,0.845,0.205,0.709,0.681,1.404,3.58,4.078,12.901,11.065,31.872,52.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.1,0,0,0,0,140.1
211122,2019,Los Angeles,1,Wilshire Center,4,2,13,17,0,0,0,1,14,0,0,3,13,2,6,38,4.282,22.116,3.915,7.986,71.166,0.073,0.345,0.064,0.088,1.071,0.205,1.152,0.227,0.337,4.534,4.078,20.964,3.688,7.649,66.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.47,0,0,0,0,123.47
211201,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,0,1,0,0,0,1,0,0,0,0,1.427,0,0,0,0,0.024,0,0,0,0,0.068,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0,0,0,0,1.427
211202,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,0,1,3,0,0,0,4,1,0,0,0,6.805,1.958,0,0,0,0.106,0.032,0,0,0,0.354,0.113,0,0,0,6.451,1.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.762,0,0,0,0,11.762
211310,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,0,1,2,0,0,1,2,0,0,0,1.427,3.402,0,0,0,0.024,0.053,0,0,0,0.068,0.177,0,0,0,1.359,3.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0,0,0,0,6.83
211320,2019,Los Angeles,1,Wilshire Center,4,2,13,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1.331,0,0,0,0,0.015,0,0,0,0,0.056,0,0,0,0,1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.331,0,0,0,0,4.331
211410,2019,Los Angeles,1,Wilshire Center,4,2,10,0,0,0,0,1,5,0,0,1,0,0,0,3,1.427,0,0,0,5.618,0.024,0,0,0,0.085,0.068,0,0,0,0.358,1.359,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.046,0,0,0,0,12.046
211420,2019,Los Angeles,1,Wilshire Center,4,2,10,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
211500,2019,Los Angeles,1,Hancock Park,4,3,4,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.873,0,0,0,0,0.028,0,0,0,0,0.119,0,0,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.873,0,0,0,0,2.873
211701,2019,Los Angeles,1,Hancock Park,4,3,4,0,0,0,0,1,2,0,0,1,0,0,2,0,1.427,0,0,2.662,0,0.024,0,0,0.029,0,0.068,0,0,0.112,0,1.359,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,0,0,0,0,6.09
211703,2019,Los Angeles,1,Wilshire Center,4,2,4,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
211704,2019,Los Angeles,1,Wilshire Center,4,2,10,0,0,0,0,1,9,0,0,0,1,0,2,3,0,1.701,0,2.662,5.618,0,0.027,0,0.029,0.085,0,0.089,0,0.112,0.358,0,1.613,0,2.55,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.982,0,0,0,0,18.982
211802,2019,Los Angeles,1,Little Bangladesh,4,2,10,13,0,0,0,1,8,0,0,0,1,1,8,2,0,1.701,1.958,10.648,3.746,0,0.027,0.032,0.118,0.056,0,0.089,0.113,0.449,0.239,0,1.613,1.844,10.199,3.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.053,0,0,0,0,26.053
211803,2019,Los Angeles,1,Little Bangladesh,4,2,10,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.873,0,0,0,0,0.028,0,0,0,0,0.119,0,0,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.873,0,0,0,0,1.873
211804,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,5,0,0,0,4,0,2,0,0,6.805,0,2.662,0,0,0.106,0,0.029,0,0,0.354,0,0.112,0,0,6.451,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.467,0,0,0,0,14.467
211910,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.701,0,0,0,0,0.027,0,0,0,0,0.089,0,0,0,0,1.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.701,0,0,0,0,1.701
211921,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,2.662,0,0,0,0,0.029,0,0,0,0,0.112,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.662,0,0,0,0,8.662
211922,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212101,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,26,0,0,3,0,0,7,10,4.282,0,0,9.317,18.728,0.073,0,0,0.103,0.282,0.205,0,0,0.393,1.193,4.078,0,0,8.924,17.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.327,0,0,0,0,58.327
212102,2019,Los Angeles,1,Little Bangladesh,4,2,10,0,0,0,0,1,16,0,0,0,0,0,3,5,0,0,0,3.993,9.364,0,0,0,0.044,0.141,0,0,0,0.169,0.597,0,0,0,3.825,8.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.357,0,0,0,0,29.357
212202,2019,Los Angeles,1,Wilshire Center,4,2,1,0,0,0,0,1,3,0,0,1,3,0,2,0,1.427,5.104,0,2.662,0,0.024,0.08,0,0.029,0,0.068,0.266,0,0.112,0,1.359,4.838,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.193,0,0,0,0,12.193
212203,2019,Los Angeles,1,Wilshire Center,4,2,10,13,1,0,0,1,8,1,2,11,0,0,3,3,15.701,0,0,3.993,5.618,0.266,0,0,0.044,0.085,0.75,0,0,0.169,0.358,14.951,0,0,3.825,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.313,0,0,0,0,35.313
212204,2019,Los Angeles,1,Wilshire Center,4,2,1,9,0,0,0,1,19,0,0,2,1,1,9,7,2.855,1.701,1.958,11.979,13.109,0.048,0.027,0.032,0.132,0.197,0.136,0.089,0.113,0.506,0.835,2.718,1.613,1.844,11.474,12.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.603,0,0,0,0,50.603
212303,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,9,0,0,0,2,0,2,3,0,3.402,0,2.662,5.618,0,0.053,0,0.029,0.085,0,0.177,0,0.112,0.358,0,3.225,0,2.55,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.683,0,0,0,0,20.683
212304,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.331,0,0,0,0,0.015,0,0,0,0,0.056,0,0,0,0,1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.331,0,0,0,0,2.331
212305,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.958,0,0,0,0,0.032,0,0,0,0,0.113,0,0,0,0,1.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958,0,0,0,0,2.958
212306,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,2,0,0,1,0,0,0,0,1.427,0,0,0,0,0.024,0,0,0,0,0.068,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,0,0,0,3.427
212410,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,1.958,0,0,0,0,0.032,0,0,0,0,0.113,0,0,0,0,1.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.958,0,0,0,0,8.958
212420,2019,Los Angeles,1,Koreatown,4,2,10,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3.402,0,0,0,0,0.053,0,0,0,0,0.177,0,0,0,0,3.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.402,0,0,0,0,4.402
