GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037462202,654000,2726,3696,165,285,104,146,1506,30,5,12,4,287,118,2267,490,3117,0.441,69,1793,1165.0,6105.0,48,2058,700,3206,2110,3186,347,1793,19,12,18,36,21,9,66,7,36,30,14,14,54,20,0,0,55,46,0,53,3206,238,49,1793,2058
06037462301,732600,2001,2750,237,218,148,142,1391,47,80,75,32,348,72,2550,443,3924,0.3314,75,1739,1710.0,6992.0,7,1921,2050,3924,3397,3924,510,1739,26,14,42,0,38,19,18,40,60,22,25,21,104,39,114,52,67,48,84,57,3924,241,107,1739,1921
06037462302,666900,2055,2842,197,195,134,167,1307,15,35,22,15,309,41,2337,619,3377,0.4223,59,1616,1441.0,6070.0,0,1731,1334,3377,2670,3331,323,1616,17,14,41,24,7,27,9,34,50,42,25,37,25,110,66,71,81,28,24,0,3377,259,50,1616,1731
06037462400,1168400,2277,2962,79,115,84,33,537,84,92,54,26,885,24,2268,498,3865,0.425,33,1422,5418.0,7701.0,23,1597,1375,3870,3570,3857,780,1422,94,53,92,31,10,16,14,91,135,5,47,42,127,102,133,58,32,138,58,27,3870,620,243,1422,1597
06037462500,1033000,2618,2283,144,46,57,48,561,122,234,252,106,2102,38,3502,177,6410,0.3619,33,2663,13823.0,16264.0,0,2823,1453,6482,5871,6421,1348,2663,123,146,69,111,142,19,158,169,125,38,115,57,157,265,148,150,74,152,136,50,6482,1719,355,2663,2823
06037462600,1250000,2628,3261,54,46,38,27,280,100,131,18,27,664,171,1270,215,2382,0.4311,12,944,4705.0,6041.0,0,960,543,2392,2175,2354,496,944,47,56,70,16,9,52,46,32,20,82,43,14,72,74,127,26,26,42,166,38,2392,555,101,944,960
06037462700,944800,1825,2172,226,114,213,199,1685,51,96,63,57,798,480,3576,1013,5668,0.4739,162,2483,4542.0,10815.0,0,2600,2167,5755,5070,5738,1003,2483,124,61,165,14,87,0,116,31,148,0,46,0,28,16,319,58,146,227,75,151,5755,563,187,2483,2600
06037462800,998200,2204,1417,78,105,51,130,720,24,21,6,47,416,70,1761,378,2919,0.4285,81,1136,2629.0,5417.0,0,1209,1006,2919,2499,2839,446,1136,9,87,45,27,9,29,30,11,48,85,0,15,150,0,69,0,99,28,111,0,2919,325,91,1136,1209
06037462900,905400,2264,2160,92,25,19,98,284,156,69,43,49,1146,68,1979,210,3654,0.4806,42,1430,6463.0,7899.0,0,1524,1232,3654,3324,3591,715,1430,68,18,76,84,19,206,15,133,85,29,8,125,220,50,29,45,93,126,36,69,3654,766,380,1430,1524
06037463000,1310800,2797,3279,51,105,106,0,529,67,30,25,5,576,23,1352,226,2691,0.4627,82,1105,3436.0,5388.0,0,1245,613,2726,2294,2659,636,1105,38,21,45,70,8,70,23,47,21,42,24,64,35,53,131,12,104,98,24,53,2726,424,132,1105,1245
06037463103,1002700,2038,2763,58,62,75,15,557,86,225,117,47,1479,69,2830,364,5567,0.4784,29,2036,8860.0,11218.0,41,2322,1945,5607,5035,5515,994,2036,51,88,164,49,118,19,171,109,105,185,78,60,129,141,174,109,219,133,173,26,5607,1026,395,2036,2322
06037463200,1237000,2156,2067,69,34,56,35,638,77,45,44,50,862,195,1937,322,3225,0.4863,17,1500,5542.0,7994.0,0,1561,1030,3262,2804,3230,630,1500,36,9,80,58,33,56,59,17,103,164,69,113,37,60,116,71,73,23,32,32,3262,689,163,1500,1561
06037463300,1209200,2127,3559,39,43,71,34,352,97,71,5,17,501,43,1219,132,2014,0.4871,21,853,3171.0,4601.0,6,939,363,2014,1871,1976,425,853,21,17,28,82,14,22,38,21,86,29,22,5,79,9,53,65,30,56,71,16,2014,388,97,853,939
06037463400,1171800,2268,2925,247,266,0,75,1387,72,83,89,13,1163,111,3572,525,5869,0.5537,120,2550,6865.0,12248.0,0,2903,1539,5869,5149,5851,1050,2550,9,99,67,75,13,21,32,114,170,54,38,29,147,267,72,20,194,127,32,17,5869,888,243,2550,2903
06037463500,765800,2247,2191,346,271,114,141,1858,25,50,36,58,625,234,3711,566,5181,0.4522,35,2483,3228.0,9823.0,69,2919,1368,6173,4439,5994,842,2483,67,0,84,68,112,18,13,33,94,37,79,68,156,45,31,48,303,79,38,38,6173,543,74,2483,2919
06037463601,671900,2310,2530,169,387,503,311,2864,105,11,83,88,634,127,4268,725,6192,0.4334,49,3498,2526.0,12639.0,0,3758,1074,6245,4941,6161,842,3498,58,27,127,186,29,83,0,0,187,92,138,236,148,0,0,95,81,113,123,0,6245,539,80,3498,3758
06037463602,653700,2788,2585,288,395,387,263,2780,135,33,51,69,644,192,3612,1029,5811,0.4265,63,3424,2644.0,11369.0,42,3804,915,5896,4773,5813,985,3424,32,0,71,117,71,91,59,27,127,249,114,74,76,33,0,88,228,58,33,0,5896,540,104,3424,3804
06037463700,1868100,3064,3625,168,291,187,80,1192,41,41,36,48,583,44,2109,188,3429,0.458,11,1775,4959.0,9245.0,0,2115,532,3429,2668,3423,655,1775,0,47,114,76,92,49,42,45,97,139,24,94,25,75,27,68,6,87,76,21,3429,572,11,1775,2115
06037463800,1587400,2657,3593,9,7,51,0,168,140,94,77,52,1358,40,2109,98,3962,0.4917,20,1526,9535.0,10489.0,0,1665,768,3993,3595,3981,887,1526,61,41,101,113,46,27,19,95,192,52,58,62,89,182,233,46,164,15,86,55,3993,1005,353,1526,1665
06037463900,1332600,3384,2829,55,106,59,74,709,59,18,45,23,713,89,1615,147,2940,0.4576,23,1422,4770.0,8067.0,0,1727,442,3115,2426,3041,598,1422,36,107,88,42,38,89,29,44,191,148,122,129,103,16,31,29,27,26,48,25,3115,639,72,1422,1727
06037464000,1248100,2341,3221,90,213,214,83,923,104,149,161,79,1507,305,3257,212,5297,0.5127,58,2430,10512.0,14264.0,51,2768,853,5348,4980,5334,1111,2430,34,92,85,56,71,56,24,73,80,216,65,157,140,126,70,97,92,51,179,128,5348,1332,175,2430,2768
06037464101,2000001,2422,3651,7,0,0,0,37,58,50,8,49,759,11,888,52,2223,0.39,10,796,6345.0,6645.0,0,858,40,2223,2154,2216,516,796,52,49,53,21,36,39,33,35,57,70,84,55,45,75,110,27,6,139,78,13,2223,619,129,796,858
06037464102,2000001,3501,4001,109,34,0,0,360,18,0,50,7,777,63,2266,413,4381,0.5179,0,1137,6479.0,9181.0,24,1440,411,4381,3420,4365,857,1137,55,43,129,81,13,42,23,59,224,115,7,40,51,172,201,99,182,88,106,114,4381,706,53,1137,1440
06037464200,2000001,3501,3233,12,9,26,14,260,116,96,73,136,1614,155,2471,247,5675,0.4865,18,1874,11491.0,13142.0,0,2065,431,5675,5239,5665,1242,1874,113,141,128,49,88,10,98,114,220,164,23,166,113,269,277,237,168,105,95,131,5675,1187,366,1874,2065
06037480002,1106700,3501,2685,9,27,29,11,229,68,96,33,92,1102,202,2003,366,3779,0.4471,30,1331,6952.0,8224.0,0,1331,619,3843,3554,3805,910,1331,55,59,70,103,177,134,43,42,91,71,32,51,27,47,91,69,101,145,95,73,3843,840,225,1331,1331
06037480011,948600,1906,2478,142,150,56,52,999,77,69,83,90,756,187,2616,887,5161,0.4446,23,1755,4506.0,8800.0,0,1903,1803,5220,4326,5180,755,1755,55,106,44,22,32,29,43,166,60,40,43,0,151,131,242,129,143,103,245,166,5220,382,340,1755,1903
06037480012,1015000,1834,1185,35,97,170,90,813,96,30,15,80,844,107,2416,461,4712,0.4346,72,1657,5511.0,8403.0,0,1809,926,4751,4177,4740,875,1657,57,87,120,48,26,42,40,88,125,97,49,146,60,141,188,58,25,195,102,187,4751,483,333,1657,1809
06037480101,1058000,2156,1760,15,66,116,32,578,9,20,109,7,732,103,1978,481,4039,0.5107,26,1310,4620.0,7136.0,0,1366,918,4106,3824,4069,762,1310,108,51,77,83,23,26,55,92,156,65,67,51,155,132,154,77,207,89,96,16,4106,471,226,1310,1366
06037480102,940100,2463,1682,88,36,69,0,466,91,31,65,36,819,119,2025,338,3885,0.4199,37,1285,5097.0,7248.0,0,1446,806,3957,3665,3943,787,1285,43,93,97,49,32,26,86,67,112,67,44,49,68,89,109,86,134,87,53,22,3957,546,251,1285,1446
06037480201,1102200,2843,2797,7,18,18,0,159,160,54,83,65,1111,63,1853,100,3646,0.4035,10,1270,7657.0,8370.0,0,1364,1116,3744,3666,3744,789,1270,23,92,71,49,31,60,32,101,81,66,29,123,51,20,128,89,57,96,206,30,3744,781,307,1270,1364
06037480202,1085900,2296,2691,10,3,34,53,236,54,83,76,22,812,65,1462,136,2712,0.432,28,1048,5121.0,6330.0,4,1127,611,2712,2601,2709,590,1048,46,61,19,87,32,104,67,123,74,61,44,51,19,57,64,54,63,40,86,57,2712,591,216,1048,1127
06037480302,823000,1855,2624,200,72,143,51,925,171,54,29,32,686,116,2245,496,3992,0.4985,32,1611,4132.0,7690.0,0,1774,1541,3992,3613,3928,803,1611,55,28,96,63,43,64,118,47,176,61,71,91,168,41,100,59,96,100,95,30,3992,500,179,1611,1774
06037480303,647000,1917,2422,81,279,166,92,1291,23,28,44,7,276,346,2816,316,4426,0.332,39,1567,1472.0,6505.0,0,1615,1415,4426,3920,4345,756,1567,99,25,83,23,9,0,50,33,74,56,71,43,185,132,44,50,131,126,47,46,4426,130,146,1567,1615
06037480304,650000,1779,2476,79,291,119,148,1365,74,15,18,22,420,101,2458,446,4043,0.5267,77,1785,2061.0,6915.0,0,1982,1346,4145,3693,4114,675,1785,35,126,117,26,70,17,105,63,104,60,86,72,19,43,39,54,79,23,47,152,4145,228,177,1785,1982
06037480400,941400,2117,3318,144,218,15,258,1270,137,67,53,67,1173,132,3169,729,5889,0.4606,116,2443,7233.0,12052.0,10,2495,1855,5893,5157,5813,995,2443,79,27,120,84,30,16,45,89,160,97,52,152,46,244,293,0,189,27,109,129,5893,865,224,2443,2495
06037480500,1809900,2165,3403,56,171,149,23,787,112,125,40,31,1359,234,3072,132,5298,0.537,51,2146,10176.0,13435.0,0,2348,959,5301,4955,5273,1088,2146,67,97,85,60,125,0,86,166,85,127,26,83,116,147,160,174,128,194,72,79,5301,1077,282,2146,2348
06037480601,1196200,2311,3122,168,132,204,257,1424,56,17,9,29,262,99,2353,294,4044,0.4173,41,1686,1439.0,6992.0,0,1686,1212,4044,3356,3984,712,1686,37,0,19,8,20,0,28,29,41,21,0,27,171,100,130,70,83,141,237,173,4044,187,38,1686,1686
06037480602,1592600,2235,3616,272,179,81,153,1215,72,55,31,55,540,78,2670,81,4153,0.434,74,1755,3624.0,8303.0,0,1831,639,4302,3976,4278,917,1755,18,13,36,16,22,38,50,44,45,22,29,106,204,121,109,89,37,112,87,134,4302,396,141,1755,1831
06037480702,1672800,2449,3380,63,59,18,37,472,156,144,73,71,1179,168,2369,140,4501,0.4441,10,1651,7762.0,10146.0,0,1817,1092,4501,3954,4459,1093,1651,70,44,109,79,45,52,36,86,156,48,25,68,218,198,265,70,66,119,189,95,4501,868,299,1651,1817
06037480703,1466000,2250,3639,125,60,50,19,570,86,131,63,30,772,88,2336,366,4074,0.4551,53,1342,4768.0,7271.0,0,1354,730,4074,3786,4016,720,1342,117,54,7,16,40,19,26,50,71,72,51,0,157,73,129,51,38,164,194,101,4074,401,343,1342,1354
06037480704,1078700,1986,3218,165,452,108,168,1359,51,64,39,53,474,66,2365,324,4057,0.4151,43,1833,2845.0,7936.0,0,2004,774,4075,3535,4075,617,1833,53,20,44,26,59,0,19,56,60,90,30,7,78,190,202,136,79,64,145,42,4075,302,159,1833,2004
06037480802,800800,1439,2598,44,17,36,11,283,72,97,110,18,815,106,1752,476,3154,0.5204,24,1098,4113.0,5183.0,0,1109,1542,3220,3124,3220,573,1098,1,68,66,48,0,52,31,49,160,80,87,65,35,42,75,48,0,82,30,97,3220,423,278,1098,1109
06037480803,862100,1808,1839,31,41,51,42,400,56,8,75,42,734,158,1768,350,3008,0.4063,10,1134,4555.0,6452.0,0,1244,1378,3027,2805,3008,638,1134,42,71,60,17,18,56,43,73,47,84,25,39,64,68,65,60,30,20,58,97,3027,496,200,1134,1244
06037480804,665400,1818,2006,94,162,190,107,1294,91,60,91,9,541,74,2606,421,4675,0.4076,47,1835,2706.0,7581.0,0,2022,1855,4675,4335,4653,890,1835,74,39,57,33,55,9,44,63,154,59,132,43,193,71,86,40,102,156,67,51,4675,360,133,1835,2022
06037480901,831600,1676,1956,126,157,116,21,1249,25,9,43,6,352,116,2152,767,3876,0.4726,62,1601,1925.0,6613.0,0,1747,975,3901,3080,3856,643,1601,46,81,73,3,12,31,43,102,37,71,50,65,38,48,41,23,89,103,54,97,3901,235,108,1601,1747
06037480902,618000,1793,1193,161,86,53,78,1078,0,16,0,15,309,98,2047,989,4012,0.4434,64,1387,1616.0,5682.0,0,1523,1560,4012,3748,4005,497,1387,23,50,41,0,42,47,8,69,42,45,79,55,135,136,45,100,56,80,306,42,4012,181,115,1387,1523
06037480903,849000,1584,2186,101,27,25,14,589,62,34,17,11,507,69,1503,421,2835,0.419,32,1096,2540.0,4626.0,27,1158,822,2873,2641,2849,460,1096,43,75,90,38,39,4,25,38,117,31,28,45,91,29,25,91,130,105,53,32,2873,313,155,1096,1158
06037481001,783200,1776,2273,86,77,110,179,1118,24,56,0,8,550,124,2064,689,4302,0.4414,78,1668,2783.0,7374.0,15,1793,1292,4582,4280,4558,577,1668,5,245,159,54,40,106,89,128,106,82,104,266,10,0,94,53,85,167,213,53,4582,354,156,1668,1793
06037481002,676900,2078,1955,225,142,136,186,1459,69,105,64,0,608,223,3076,654,5746,0.4162,166,2067,3077.0,8806.0,0,2281,2410,5748,4759,5714,851,2067,113,14,97,79,34,121,57,50,132,98,62,95,250,129,104,113,105,165,214,12,5748,380,214,2067,2281
06037481101,819900,1755,2608,142,125,60,87,1079,97,14,24,59,377,135,2199,547,3994,0.4473,41,1456,1980.0,6054.0,49,1580,1367,4275,3812,4174,599,1456,46,50,100,28,52,52,49,29,72,86,82,116,96,52,149,33,230,80,137,117,4275,224,83,1456,1580
06037481102,677700,2035,1103,146,134,215,100,1175,0,9,8,0,91,131,2185,403,3502,0.376,20,1266,437.0,5065.0,0,1433,1512,3603,3158,3573,547,1266,50,8,31,69,28,7,11,48,42,31,30,32,162,107,128,134,40,97,88,27,3603,78,13,1266,1433
06037481103,807400,1628,1486,200,47,31,41,727,88,39,74,81,1149,149,2975,879,5276,0.4403,31,1876,6253.0,9249.0,0,2031,2053,5315,5243,5315,828,1876,19,79,79,20,46,76,81,85,50,76,89,185,57,25,90,121,182,226,48,93,5315,746,300,1876,2031
06037481201,834300,2224,869,94,100,53,8,729,30,44,0,35,495,171,1893,685,3908,0.3618,36,1224,2827.0,6007.0,9,1276,1293,4000,3707,3956,714,1224,104,71,103,36,0,26,44,52,90,14,44,26,86,78,124,53,136,193,134,105,4000,319,168,1224,1276
06037481203,815900,1804,2605,86,121,40,203,1070,78,82,41,41,842,248,3747,512,6768,0.4148,58,1912,4894.0,9116.0,23,2062,2608,6768,6325,6645,922,1912,14,78,263,105,96,13,104,165,143,49,38,56,249,78,315,147,263,181,266,51,6768,441,293,1912,2062
06037481300,798900,1583,1288,17,41,4,101,304,51,20,42,10,530,32,1399,196,3072,0.3942,42,834,3080.0,4437.0,0,867,761,3072,2979,3016,489,834,39,74,99,79,22,52,66,83,104,21,15,61,73,68,40,67,124,78,104,38,3072,268,234,834,867
06037481401,753600,1802,1167,166,135,121,12,1001,4,34,41,53,709,252,3136,846,5399,0.4357,59,1710,4091.0,8209.0,7,1844,1071,5433,5188,5427,939,1710,200,99,111,49,22,65,40,90,93,21,56,67,132,52,174,79,150,81,94,97,5433,398,248,1710,1844
06037481403,843500,1710,1520,61,80,49,0,471,78,0,14,5,411,153,1638,560,3113,0.4438,27,882,2169.0,3968.0,0,947,504,3132,2909,3065,401,882,18,106,23,24,7,15,5,147,70,30,83,18,86,54,175,8,11,65,25,68,3132,202,114,882,947
06037481404,913900,1979,1272,73,39,39,11,602,18,59,21,39,597,118,1973,402,3867,0.4329,47,1199,3442.0,6187.0,0,1278,711,3867,3681,3833,605,1199,51,114,77,54,43,10,62,94,87,87,111,112,88,15,215,108,44,87,85,67,3867,367,150,1199,1278
06037481500,818300,2102,1118,27,29,30,90,480,44,79,36,32,1063,38,2067,520,4325,0.4443,39,1543,5977.0,7916.0,0,1620,881,4336,4232,4300,777,1543,71,77,159,83,34,56,34,80,220,90,105,83,89,61,141,152,81,122,38,46,4336,641,422,1543,1620
06037481603,800200,1688,-666666666,68,61,104,66,685,49,43,7,14,551,163,1954,346,3558,0.37,89,1236,3218.0,5812.0,0,1285,727,3580,3333,3524,529,1236,64,72,44,33,12,9,72,44,63,63,26,13,92,49,72,0,146,171,106,42,3580,296,209,1236,1285
06037481604,755900,2053,1831,118,107,113,87,848,36,37,25,3,581,133,2255,339,4175,0.5489,88,1429,3025.0,6401.0,15,1509,1602,4183,3399,4145,774,1429,64,63,107,39,58,18,23,67,158,92,0,70,121,199,121,65,161,22,78,63,4183,304,256,1429,1509
06037481605,778800,1712,1513,34,163,56,50,649,25,0,30,0,376,27,1530,373,2811,0.3701,36,1025,2146.0,4682.0,5,1074,1021,2811,2739,2789,362,1025,5,1,62,62,8,20,43,49,168,55,33,37,55,180,43,95,61,52,29,43,2811,187,174,1025,1074
06037481606,803800,1853,2656,216,65,158,44,1274,21,108,0,69,365,127,2301,782,4916,0.4629,55,1639,1906.0,6962.0,0,1757,1553,4916,4528,4913,922,1639,24,67,121,121,90,0,62,150,131,136,67,14,85,169,162,47,136,74,153,18,4916,142,190,1639,1757
06037481711,623600,1784,1542,85,43,106,121,1071,24,30,0,0,342,217,2334,598,4183,0.441,38,1413,1680.0,5504.0,8,1518,411,4397,4097,4397,713,1413,65,88,115,79,44,113,89,85,64,101,103,182,36,152,57,42,54,73,73,79,4397,145,190,1413,1518
06037481712,647400,1695,1304,79,100,26,118,1255,0,5,112,0,485,263,2526,1141,5182,0.4675,107,1740,2717.0,7242.0,0,1793,644,5182,4973,5131,951,1740,57,23,84,99,24,198,71,31,79,74,81,133,67,143,174,138,98,66,117,170,5182,288,192,1740,1793
06037481713,805800,1831,1442,94,84,33,30,645,0,7,30,0,327,172,1494,466,2727,0.4686,23,972,1614.0,4239.0,0,1172,460,2727,2053,2711,480,972,36,15,24,67,64,0,8,38,73,80,6,70,49,78,34,34,25,41,40,84,2727,162,121,972,1172
06037481714,703500,1497,1174,46,31,53,59,666,23,8,16,0,325,60,1081,841,2595,0.6304,63,991,1613.0,3951.0,6,1020,334,2595,2258,2589,493,991,12,6,73,48,42,81,62,60,23,103,78,176,56,12,84,61,78,32,51,23,2595,188,117,991,1020
06037481800,837500,2073,1362,6,15,0,8,110,88,82,28,30,726,36,1181,89,2276,0.4106,27,836,4072.0,4617.0,0,942,395,2282,2186,2254,417,836,40,62,56,37,53,61,7,83,75,75,58,52,30,61,38,5,19,97,63,23,2282,523,159,836,942
06037481901,887200,1969,1779,73,86,11,60,579,146,122,82,102,1403,150,2981,359,5529,0.4049,60,1982,8348.0,10746.0,0,2022,2906,5562,5254,5495,1032,1982,40,65,98,101,40,29,54,63,185,205,118,81,70,187,312,81,92,132,144,125,5562,912,418,1982,2022
06037481902,815400,2032,2574,39,67,30,51,494,23,49,75,31,616,101,1775,349,3319,0.4151,14,1110,3415.0,5415.0,0,1178,1490,3319,2853,3290,489,1110,67,60,43,35,38,47,46,38,62,79,4,17,87,85,142,57,21,103,70,40,3319,331,228,1110,1178
06037482001,946000,3188,1835,8,0,0,6,124,34,76,56,14,799,18,1044,109,2647,0.5036,5,923,5080.0,5764.0,0,991,429,2647,2413,2628,524,923,54,56,51,5,48,118,35,64,60,70,87,91,140,43,43,38,19,97,66,113,2647,528,271,923,991
06037482002,913000,2129,1869,87,210,62,148,1071,46,185,109,22,1584,294,3472,645,6816,0.4458,213,2655,9399.0,13501.0,0,2754,2072,6821,6124,6715,1167,2655,42,170,135,89,168,70,75,107,177,151,163,149,38,253,137,109,100,101,195,143,6821,1051,497,2655,2754
06037482101,821100,1787,2103,121,135,48,74,750,56,67,41,39,793,105,2445,559,4517,0.4669,49,1543,4524.0,7212.0,0,1633,1183,4525,4124,4504,767,1543,49,96,122,88,41,87,83,80,102,144,96,56,110,54,50,21,102,132,127,62,4525,473,239,1543,1633
06037482102,908000,2506,1496,47,47,15,38,233,27,44,25,60,882,85,1624,238,3264,0.4391,56,1115,5385.0,6600.0,0,1155,942,3295,3070,3284,557,1115,79,74,71,141,25,70,76,107,91,127,24,59,64,37,25,90,30,149,23,94,3295,631,218,1115,1155
06037482201,742100,1763,1781,57,65,23,104,745,32,13,0,48,600,71,1640,727,3830,0.5114,164,1345,2966.0,5748.0,0,1457,826,3857,2992,3841,701,1345,11,54,29,99,35,63,10,20,105,148,98,72,43,102,113,37,73,183,72,12,3857,275,325,1345,1457
06037482202,654000,2024,1210,124,224,81,88,1265,13,24,37,9,461,95,2787,716,5431,0.4485,180,1726,2516.0,7597.0,0,1788,1336,5441,5093,5324,817,1726,77,139,168,28,17,19,118,133,154,67,61,101,97,298,105,156,110,60,209,73,5441,313,139,1726,1788
06037482301,763500,1807,1069,75,117,62,112,773,52,51,7,4,569,169,2510,702,4855,0.4421,103,1342,2935.0,6233.0,0,1491,824,4855,4725,4855,757,1342,28,101,45,56,29,42,20,122,71,24,72,200,48,116,196,129,97,77,105,154,4855,299,186,1342,1491
06037482303,784600,1833,1505,53,96,91,150,878,87,40,17,14,528,151,2307,828,4758,0.4755,119,1406,2772.0,6241.0,7,1494,1449,4766,4376,4707,641,1406,80,84,141,44,38,49,93,178,193,111,0,61,94,73,150,138,53,148,95,30,4766,182,290,1406,1494
06037482304,726900,1513,1344,75,39,68,15,602,23,0,0,0,150,50,1346,582,2819,0.4093,68,752,767.0,3108.0,3,901,1502,2877,2751,2846,281,752,54,14,26,18,17,26,18,44,48,46,17,66,62,78,128,123,61,93,41,16,2877,39,53,752,901
06037482401,757100,1660,2025,175,38,28,25,719,29,28,25,10,294,128,1842,474,3647,0.4046,51,1013,1574.0,4455.0,0,1023,1470,3647,3540,3643,634,1013,84,31,85,53,31,45,56,56,85,51,48,22,51,25,161,95,81,82,49,75,3647,109,95,1013,1023
06037482403,853200,1521,1144,26,25,71,59,615,0,51,27,4,277,53,1455,743,3254,0.4446,31,892,1530.0,3882.0,0,939,1200,3254,3162,3244,566,892,2,12,67,64,10,78,0,22,150,71,30,68,120,68,24,85,40,31,205,70,3254,73,180,892,939
06037482404,683800,2592,-666666666,0,21,0,49,310,0,49,145,21,924,75,1734,124,3365,0.3593,20,1234,5636.0,7295.0,0,1234,227,3429,3388,3429,768,1234,7,57,87,23,13,10,29,113,147,29,37,60,0,90,78,354,11,0,78,47,3429,527,397,1234,1234
06037482502,640500,1743,699,37,51,28,30,469,15,6,14,4,367,54,1462,765,3518,0.399,18,836,1955.0,3929.0,5,937,892,3520,3400,3520,509,836,46,33,108,61,25,49,67,59,89,58,13,33,91,135,104,117,81,56,131,47,3520,110,198,836,937
06037482503,672200,1946,994,53,80,72,50,530,69,0,0,10,512,42,2026,666,4007,0.4419,28,1042,2684.0,5028.0,0,1108,793,4007,3825,4007,572,1042,60,74,55,28,35,31,139,29,44,12,11,131,151,69,123,191,75,54,129,65,4007,240,220,1042,1108
06037482521,626200,2140,1353,18,46,32,27,387,21,101,5,114,1109,173,2796,385,5157,0.3957,43,1496,5898.0,7847.0,0,1539,1441,5385,5154,5368,774,1496,148,110,117,130,60,56,180,108,145,76,124,171,175,99,106,42,192,77,107,55,5385,556,366,1496,1539
06037482522,497600,2037,1510,43,59,57,45,453,142,87,34,7,1086,105,2116,210,4064,0.351,80,1539,5876.0,7716.0,0,1539,1893,4165,3811,4137,643,1539,63,60,87,36,61,125,188,61,123,78,18,160,41,67,94,39,114,90,82,39,4165,702,336,1539,1539
06037482600,878700,2175,1892,91,11,11,0,615,188,124,100,64,1564,52,3134,303,6377,0.4213,110,2179,8963.0,11768.0,0,2449,1340,6377,6039,6309,1425,2179,73,137,96,77,180,159,36,69,239,126,68,227,70,62,100,113,165,176,210,55,6377,943,599,2179,2449
06037482701,832600,1768,1556,39,25,68,41,558,127,62,41,28,808,21,1935,454,3817,0.4125,46,1366,4586.0,6630.0,0,1435,2165,3856,3687,3849,428,1366,44,99,74,69,16,96,14,35,69,108,42,129,46,129,192,139,71,102,51,81,3856,515,287,1366,1435
06037482702,781700,2091,2074,12,7,46,4,243,71,58,29,21,600,35,1264,182,2377,0.4062,29,843,3303.0,4313.0,0,875,786,2392,2198,2377,416,843,31,67,47,47,31,19,35,47,26,30,13,78,42,26,37,30,139,37,10,76,2392,373,198,843,875
06037482801,784400,1687,875,53,74,28,55,436,37,19,40,37,882,143,1839,496,3826,0.4064,12,1318,5288.0,7223.0,0,1397,1906,3826,3676,3815,663,1318,47,42,80,67,49,0,61,56,67,54,81,151,109,86,92,87,30,205,149,88,3826,542,322,1318,1397
06037500100,1167700,3501,3008,0,0,0,0,43,158,125,55,24,1101,22,1908,70,3671,0.4244,11,1144,8503.0,8803.0,0,1211,949,3687,3104,3682,874,1144,53,57,98,80,136,50,48,86,105,109,27,28,35,73,132,20,77,58,183,93,3687,916,147,1144,1211
06037500202,1150800,2173,3384,0,0,39,35,209,202,65,55,63,1293,141,2121,168,4808,0.4536,24,1502,10305.0,11277.0,0,1660,1836,4919,4581,4848,1092,1502,24,120,108,15,173,92,9,153,117,68,65,88,46,114,226,117,168,55,208,91,4919,943,348,1502,1660
06037500203,894600,3229,2419,0,14,39,34,121,191,90,41,67,1154,68,1837,105,3976,0.3672,37,1275,7338.0,7971.0,0,1275,2068,4156,3701,4156,749,1275,46,50,57,27,57,67,34,78,87,33,106,217,218,110,104,42,154,144,56,164,4156,725,393,1275,1275
06037500204,943000,1151,2719,33,0,93,0,141,137,70,41,101,816,6,1159,125,2356,0.5258,0,957,5401.0,5708.0,0,995,290,2361,2280,2361,512,957,24,28,125,41,23,19,31,54,126,73,6,28,85,32,76,0,52,109,9,16,2361,653,149,957,995
06037500300,908300,1688,1842,39,8,0,18,172,103,139,107,27,973,38,1488,113,2691,0.3647,27,1145,6666.0,7326.0,0,1175,1488,2691,2501,2687,775,1145,7,16,204,62,97,0,120,64,39,69,96,0,44,29,54,0,18,53,76,0,2691,805,150,1145,1175
06037500402,661800,1410,2139,106,0,19,36,612,43,0,21,155,637,61,2365,338,4651,0.4694,84,1249,3261.0,5241.0,0,1263,4046,4660,4604,4660,503,1249,85,72,43,26,106,4,50,20,80,81,97,19,14,120,300,140,64,43,210,44,4660,125,411,1249,1263
06037500403,643400,1944,-666666666,0,0,0,0,20,126,96,20,98,1053,117,1592,806,3828,0.4437,57,1073,6015.0,6142.0,0,1105,2918,3841,3399,3824,634,1073,77,36,68,31,8,34,51,46,24,41,47,143,251,158,164,163,48,103,279,25,3841,535,399,1073,1105
06037500404,626000,2156,2181,46,0,38,0,237,86,94,31,32,985,131,2523,250,4364,0.3944,19,1222,5650.0,6722.0,0,1277,3832,4401,4256,4339,700,1222,115,86,47,90,40,6,49,103,93,99,49,41,124,127,218,13,75,88,101,75,4401,440,466,1222,1277
