GEOID,B25077_001E,B25064_001E,B25088_001E,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,B19083_001E,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,B25001_001E
06037540501,593600,1336,2059,41,33,0,0,409,13,21,18,120,534,98,2221,849,3895,0.4304,54,943,3017.0,4714.0,0,983,4524,5500,4443,5434,484,943,49,92,20,29,0,11,93,9,18,0,0,23,138,64,204,131,90,128,131,37,5500,195,196,943,983
06037540502,623000,1498,2344,100,216,102,178,1438,54,17,58,22,242,392,3106,1169,6838,0.4116,227,1680,1240.0,6769.0,0,1707,6139,6850,6489,6813,721,1680,28,64,37,57,0,30,12,39,21,0,0,28,291,339,507,169,351,222,274,110,6850,93,71,1680,1707
06037540600,527600,1292,1302,12,57,70,112,681,32,0,92,49,493,508,1837,1096,4587,0.4382,260,1174,2682.0,5642.0,0,1174,3433,4595,4212,4468,451,1174,50,77,44,29,0,79,15,50,16,81,72,79,323,184,169,85,109,252,243,159,4595,206,111,1174,1174
06037540700,526300,1635,1785,66,11,42,32,460,70,20,4,79,453,177,1284,414,3005,0.3861,68,913,2452.0,4551.0,0,958,2002,3066,2552,3002,256,913,32,53,41,24,0,26,31,36,15,11,3,23,191,110,86,20,87,267,194,0,3066,198,212,913,958
06037540800,516700,1292,1893,60,66,39,0,490,91,67,56,256,1075,231,2644,600,5633,0.4486,91,1565,6162.0,8229.0,0,1674,2381,5671,5092,5458,693,1565,48,55,33,33,18,0,39,36,100,15,17,63,414,290,77,154,203,231,325,38,5671,464,565,1565,1674
06037540901,515800,1672,1479,29,34,31,20,438,89,82,76,38,789,148,2505,643,4748,0.4208,108,1227,4331.0,6558.0,0,1244,3569,5194,4745,5183,502,1227,42,54,234,52,30,16,32,117,73,30,10,116,143,232,72,90,24,280,158,58,5194,379,275,1227,1244
06037540902,541200,1363,2014,72,42,46,77,607,50,43,43,26,889,170,2282,922,4120,0.5008,50,1496,5490.0,8225.0,0,1578,1799,4222,3833,4222,459,1496,40,39,42,24,15,23,48,30,72,58,45,19,164,191,49,51,161,89,225,68,4222,614,228,1496,1578
06037541003,505200,1109,1343,105,0,34,20,244,82,30,208,46,1137,296,2321,489,4537,0.3963,138,1381,6473.0,7599.0,0,1422,1641,4677,4359,4602,537,1381,25,35,78,28,27,43,21,38,108,185,132,61,288,116,91,113,45,139,85,57,4677,523,477,1381,1422
06037541100,535600,1152,1904,7,0,130,13,282,45,68,58,11,654,240,1612,444,3011,0.4687,110,936,3521.0,4720.0,0,987,1779,3031,2945,3031,295,936,37,0,78,0,0,1,7,50,27,107,13,69,48,215,146,101,43,126,81,22,3031,342,180,936,987
06037541200,543200,1924,2232,0,147,49,69,505,199,140,71,192,1334,100,2467,368,6136,0.3726,146,1839,7369.0,9852.0,0,1920,2270,6156,5891,6095,769,1839,26,59,83,107,32,6,95,122,47,117,67,187,175,403,163,95,436,168,183,80,6156,569,640,1839,1920
06037541300,521800,1426,2218,0,28,31,31,323,157,115,130,141,1154,253,2927,469,5408,0.3422,59,1477,5834.0,7092.0,0,1534,3922,5417,5159,5386,685,1477,44,36,131,0,0,17,82,46,79,50,16,67,57,137,174,185,169,227,187,117,5417,485,395,1477,1534
06037541401,434900,1617,1914,22,0,29,181,735,33,44,0,13,257,127,1476,1024,3475,0.4629,212,992,1461.0,4507.0,8,1011,2810,3523,2678,3406,483,992,29,51,52,6,31,0,8,35,48,114,3,8,220,94,81,36,145,213,134,24,3523,93,109,992,1011
06037541402,411900,1911,1589,65,0,64,101,409,70,0,25,39,420,27,1845,546,3586,0.4011,15,829,2031.0,4316.0,0,894,2995,3586,3569,3569,414,829,70,0,0,50,17,20,0,23,50,10,0,0,162,53,48,71,180,93,222,158,3586,149,261,829,894
06037541500,482200,1302,1725,0,69,133,57,885,26,79,44,71,483,378,2669,663,5225,0.4397,48,1368,2806.0,6751.0,0,1430,4560,5225,4770,5225,582,1368,22,0,27,8,47,0,0,9,57,38,46,22,101,212,223,154,102,160,283,128,5225,147,251,1368,1430
06037541603,429600,1253,1861,64,45,54,21,434,8,51,35,38,299,91,1443,617,2852,0.3547,88,733,1587.0,3144.0,0,741,2689,2957,2730,2892,326,733,8,27,67,6,3,4,14,14,55,30,31,18,85,130,185,94,85,126,127,33,2957,86,175,733,741
06037541604,450200,1501,1712,86,51,55,147,893,62,0,27,52,497,169,2372,1275,5226,0.4478,101,1390,2621.0,5993.0,0,1447,4720,5252,5090,5165,646,1390,35,53,70,22,36,0,33,46,32,88,109,0,272,206,232,130,170,190,243,171,5252,188,220,1390,1447
06037541605,442000,1487,1768,72,39,71,10,701,52,84,50,71,788,133,2480,714,5225,0.3793,118,1489,3963.0,7043.0,0,1554,3907,5225,4967,5160,696,1489,57,42,108,14,15,26,64,22,118,34,24,67,101,153,102,164,113,127,246,34,5225,347,324,1489,1554
06037541606,598600,1298,2375,49,39,120,21,490,6,51,0,25,162,123,1033,1067,2813,0.5077,88,652,990.0,2939.0,0,664,2540,2813,2610,2794,299,652,14,0,56,10,0,0,49,17,0,8,3,0,83,71,213,105,99,146,292,58,2813,49,50,652,664
06037541700,550900,1194,1957,27,25,27,25,319,147,119,48,121,1057,289,3054,641,6068,0.3537,95,1376,6406.0,7829.0,0,1401,5438,6092,5868,5980,712,1376,78,0,112,26,83,18,133,71,98,90,52,33,184,253,262,99,276,128,121,136,6092,340,473,1376,1401
06037541801,497400,1547,2195,74,114,104,87,695,50,40,37,17,445,227,2260,784,5470,0.3484,42,1140,2285.0,5412.0,0,1207,3674,5496,5279,5457,532,1140,41,0,15,0,6,0,139,28,119,0,5,17,262,239,332,112,423,268,241,94,5496,129,184,1140,1207
06037541802,564400,1628,2167,12,14,20,18,308,0,14,72,39,962,323,2657,415,4880,0.3821,23,1270,5095.0,6189.0,0,1300,3903,4880,4686,4765,770,1270,32,58,2,9,20,7,22,34,44,44,6,22,139,174,76,68,169,100,62,25,4880,255,476,1270,1300
06037542000,507000,1492,2173,57,14,46,37,384,137,8,44,77,814,187,2825,462,5231,0.3169,110,1198,4607.0,6038.0,0,1227,3990,5231,5073,5196,610,1198,9,63,72,0,49,0,19,7,117,38,0,23,84,103,245,200,106,96,327,78,5231,279,324,1198,1227
06037542103,484000,1548,1901,40,38,25,63,358,58,42,14,44,457,174,1684,356,3361,0.3778,42,815,2449.0,3939.0,0,825,2961,3420,3374,3378,400,815,42,19,59,28,12,24,11,28,15,32,13,41,50,84,145,131,51,97,129,179,3420,149,182,815,825
06037542104,456700,1596,2042,12,41,133,31,436,96,17,34,15,448,75,2109,511,4192,0.4414,64,884,2346.0,4173.0,0,910,3939,4280,4267,4277,524,884,69,34,11,13,17,0,19,14,21,40,20,0,173,72,176,129,106,158,128,99,4280,69,180,884,910
06037542105,487300,1579,1057,19,86,71,127,752,50,18,16,11,402,273,2421,943,5146,0.5046,92,1154,2112.0,4940.0,0,1213,4526,5156,5046,5128,515,1154,35,112,32,39,10,19,0,27,40,58,25,11,126,184,269,182,84,245,275,89,5156,91,213,1154,1213
06037542106,456500,1208,1661,13,30,137,21,466,19,61,11,5,309,95,1129,751,2553,0.4292,20,775,1319.0,3146.0,0,799,2158,2581,2450,2558,220,775,32,0,31,0,33,0,47,35,15,61,38,0,62,83,94,98,76,60,154,96,2581,108,138,775,799
06037542200,511600,1528,1618,0,46,46,21,441,152,69,108,60,1026,231,2962,1906,7037,0.4353,49,1467,5304.0,7358.0,0,1530,4795,7059,6803,7042,700,1467,21,70,29,60,38,12,77,72,94,40,122,20,212,350,512,167,384,298,209,268,7059,432,344,1467,1530
06037542401,565100,1648,1762,23,57,0,0,293,63,23,121,58,857,190,2058,367,4269,0.3612,161,1150,5176.0,6458.0,0,1234,2363,4331,4188,4264,493,1150,0,15,97,39,61,16,24,51,110,68,25,60,191,85,135,168,33,37,248,79,4331,437,320,1150,1234
06037542402,515700,1590,1461,57,104,25,0,391,38,69,42,32,566,201,2103,370,3972,0.2926,68,957,3123.0,4934.0,5,957,2688,3972,3843,3937,494,957,17,1,39,10,110,0,6,11,44,141,14,35,96,123,168,56,130,149,145,64,3972,216,235,957,957
06037542501,569600,1072,2361,71,115,105,4,666,12,5,8,113,628,10,1861,975,4082,0.4081,48,1294,3515.0,6522.0,0,1302,2079,4108,4034,4059,631,1294,18,33,73,5,12,0,31,34,82,82,26,16,82,157,301,113,225,54,255,45,4108,444,131,1294,1302
06037542502,541700,1313,1937,78,178,68,57,830,43,0,61,31,519,86,2091,1643,5094,0.4072,181,1349,2683.0,5457.0,0,1378,3785,5094,4537,4899,442,1349,52,75,71,17,13,24,9,61,20,92,55,28,396,295,246,76,427,216,130,41,5094,234,211,1349,1378
06037542601,490900,1268,1866,29,97,22,41,548,57,0,12,18,232,137,1501,711,3366,0.4257,83,780,1281.0,3467.0,0,835,2938,3366,3126,3274,385,780,7,66,41,0,7,0,40,21,0,21,29,18,127,135,144,67,188,112,95,84,3366,68,123,780,835
06037542602,463400,1349,2010,77,52,45,54,751,43,147,0,60,666,308,2796,736,5430,0.3868,160,1417,3438.0,6608.0,0,1484,3936,5430,5105,5373,634,1417,40,67,47,18,0,19,113,29,64,0,29,9,150,124,252,178,244,250,204,191,5430,216,290,1417,1484
06037542700,505300,1626,1591,42,96,0,25,429,74,53,47,60,981,169,2874,868,5816,0.3692,135,1410,4794.0,6638.0,0,1447,4863,5824,5380,5777,710,1410,40,45,68,33,7,3,0,38,130,61,20,77,199,169,209,252,157,177,293,99,5824,371,334,1410,1447
06037542800,438200,2158,1724,7,22,7,0,191,59,64,66,80,778,67,1226,290,3246,0.4198,28,969,4306.0,5294.0,0,984,1555,3246,3138,3238,353,969,43,25,14,9,76,16,74,38,91,14,29,156,223,120,127,37,162,81,132,46,3246,361,287,969,984
06037542900,436500,1356,1726,11,34,16,39,266,89,44,61,32,540,114,1600,572,3222,0.4114,16,806,2781.0,3997.0,0,819,2734,3227,3002,3176,377,806,8,11,24,26,21,0,46,56,38,14,0,34,114,78,106,124,88,64,171,82,3227,140,363,806,819
06037543000,542100,1494,1762,0,58,2,0,428,63,59,88,40,840,270,2021,299,3838,0.4385,51,1268,4667.0,6441.0,0,1297,1595,3838,3421,3819,409,1268,11,88,43,35,20,13,2,169,74,57,2,22,88,65,85,29,125,152,199,72,3838,547,236,1268,1297
06037543100,502400,2041,1872,0,112,54,0,276,85,148,61,76,1554,237,3027,1536,6912,0.4592,99,1830,9265.0,10757.0,0,1900,3941,6991,6589,6906,827,1830,29,137,65,10,26,80,36,57,96,120,64,170,159,342,273,59,287,458,246,242,6991,796,616,1830,1900
06037543201,517800,1557,1820,37,50,45,43,364,43,61,22,10,515,129,1528,586,3460,0.4486,109,879,3087.0,4731.0,0,917,2415,3460,3419,3460,405,879,19,65,11,4,5,17,43,13,17,51,35,60,145,190,125,51,116,193,132,36,3460,246,217,879,917
06037543203,468900,1593,1625,83,26,14,42,668,25,39,8,0,410,222,1773,1356,4207,0.4558,69,1078,1989.0,4330.0,0,1178,3736,4207,4035,4194,498,1078,42,19,48,22,31,0,47,35,55,73,0,8,76,155,229,152,254,181,170,108,4207,95,188,1078,1178
06037543304,670500,3193,2345,33,37,7,0,229,330,230,164,58,1857,349,3749,275,6848,0.3617,82,2086,12203.0,13732.0,0,2167,865,6863,6574,6775,1033,2086,44,163,172,90,78,146,16,107,168,127,121,32,230,183,148,72,37,139,109,183,6863,1275,582,2086,2167
06037543305,151500,1236,1242,0,0,26,22,153,44,104,31,24,1077,136,2010,517,3692,0.3687,25,1230,6176.0,7246.0,16,1258,2127,3783,3445,3767,482,1230,42,59,140,125,18,12,43,12,124,23,35,14,101,80,155,100,167,100,75,146,3783,682,360,1230,1258
06037543306,567200,2624,1353,49,96,43,47,368,159,85,85,104,1436,203,3969,446,7231,0.4213,76,1804,8409.0,10272.0,0,1804,2660,7231,6719,7163,1014,1804,101,31,137,48,101,73,71,79,313,63,30,44,230,56,425,25,190,204,169,129,7231,662,680,1804,1804
06037543321,649300,-666666666,2527,115,0,55,16,424,112,201,152,145,1587,246,3139,811,5751,0.4354,31,2011,9608.0,11966.0,0,2043,678,5776,4695,5768,919,2011,58,109,150,87,47,68,286,208,248,69,48,42,50,0,99,126,50,192,259,86,5776,1094,450,2011,2043
06037543322,663500,3270,1925,0,7,19,0,93,233,160,171,158,2009,247,3347,603,6971,0.3873,99,2102,14025.0,14669.0,0,2166,685,7040,6550,7028,933,2102,91,101,136,55,179,56,51,249,79,282,120,134,12,124,175,54,50,190,266,82,7040,1499,482,2102,2166
06037543400,639800,2156,1938,4,18,0,26,157,150,154,54,45,789,83,1804,247,3621,0.3789,47,946,4773.0,5668.0,0,986,2092,3621,3419,3607,488,946,4,100,78,52,11,31,27,78,136,77,36,50,89,138,207,48,44,93,125,39,3621,378,336,946,986
06037543501,561200,1549,1869,154,192,127,18,843,122,100,134,29,1071,152,3162,797,6255,0.4411,125,1914,5591.0,8627.0,0,2098,2259,6280,5864,6256,803,1914,82,5,223,91,37,108,97,233,178,111,21,40,107,206,193,67,175,42,218,114,6280,534,436,1914,2098
06037543502,601600,1836,2148,121,26,38,53,546,225,234,46,43,1173,217,3060,507,4695,0.4192,31,1719,5532.0,7608.0,0,1793,2398,4726,4396,4667,801,1719,88,97,41,15,31,30,14,98,101,41,35,0,122,74,181,92,44,22,151,20,4726,630,467,1719,1793
06037543503,651400,1761,2016,143,83,40,18,630,123,70,84,78,1262,66,3051,666,5270,0.416,25,1892,7249.0,9645.0,17,2052,1770,5817,5092,5795,1044,1892,54,136,294,59,103,78,33,54,381,117,101,120,203,23,80,87,131,133,53,39,5817,860,367,1892,2052
06037543601,624000,1709,1938,38,63,51,120,387,62,73,74,85,713,81,2123,502,4609,0.367,54,1100,4239.0,5909.0,0,1157,2391,4635,4536,4573,763,1100,8,213,52,21,12,14,93,75,86,73,0,75,56,221,126,123,55,100,270,178,4635,259,426,1100,1157
06037543603,530500,884,1422,7,0,0,0,127,113,122,83,53,1358,58,1555,147,3772,0.4721,30,1485,7984.0,8657.0,61,1617,589,3810,3649,3810,806,1485,74,184,84,105,141,53,118,98,141,263,167,93,32,38,78,24,0,107,54,69,3810,1041,317,1485,1617
06037543605,509600,2146,1885,35,65,0,10,271,138,160,213,16,1264,150,2483,207,4077,0.4011,0,1535,5813.0,7107.0,0,1618,924,4082,3595,4073,751,1535,80,76,56,80,48,0,82,119,150,47,57,0,26,119,100,13,42,189,23,70,4082,727,455,1535,1618
06037543606,520900,1667,836,56,130,54,55,535,36,0,30,8,776,130,1662,402,3550,0.3747,9,1311,4309.0,6130.0,8,1374,1321,3805,3249,3805,561,1311,35,93,74,115,79,29,113,83,130,91,67,131,84,139,24,53,293,93,172,31,3805,491,188,1311,1374
06037543607,641200,2042,2370,24,12,0,5,100,214,122,135,50,1216,123,2417,526,5001,0.3498,67,1316,7680.0,8264.0,0,1377,1898,5123,4831,5109,885,1316,77,152,147,159,39,48,103,104,129,243,93,108,154,186,124,118,132,110,73,44,5123,628,545,1316,1377
06037543701,603400,2323,2088,0,23,8,0,92,119,66,81,19,592,118,1622,109,3071,0.3091,16,684,3428.0,3950.0,0,711,1544,3096,2882,3072,502,684,68,41,31,37,5,3,43,75,48,26,44,6,160,83,77,72,38,95,132,40,3096,182,348,684,711
06037543703,638400,1862,2768,24,96,29,37,356,76,139,102,29,710,229,2327,219,4129,0.3994,15,1066,4533.0,5938.0,0,1144,2249,4137,3571,4110,633,1066,23,28,70,39,55,20,57,39,59,61,33,15,114,58,108,78,180,97,70,74,4137,337,349,1066,1144
06037543704,608000,2000,2652,10,45,9,29,210,95,33,46,62,631,121,1844,185,3227,0.4221,14,841,3613.0,4569.0,0,875,1751,3227,2883,3194,626,841,24,82,55,7,35,7,9,84,29,30,41,20,64,39,142,21,33,91,56,115,3227,247,354,841,875
06037543705,582200,1767,1709,37,23,8,33,386,93,57,54,19,597,131,1788,271,3318,0.3594,16,983,3239.0,4901.0,0,983,1806,3318,3247,3318,511,983,52,29,31,62,20,45,40,91,18,29,0,21,8,130,122,104,29,140,88,75,3318,259,315,983,983
06037543801,556900,1381,1756,143,16,6,28,294,168,104,58,58,1044,81,2396,141,4785,0.4127,25,1338,5655.0,7072.0,0,1371,2420,4805,4501,4748,798,1338,48,44,105,47,30,56,36,90,147,85,29,47,187,82,81,90,151,67,226,188,4805,440,496,1338,1371
06037543803,623100,1141,1688,0,64,37,80,589,81,45,68,33,863,102,2234,572,4204,0.5515,20,1452,4831.0,7000.0,56,1623,1578,4232,3654,4138,883,1452,46,0,54,43,24,65,28,41,121,91,35,74,54,62,144,122,154,159,180,137,4232,452,361,1452,1623
06037543804,695900,1722,2058,56,0,41,19,233,35,35,0,122,568,101,1753,844,4240,0.3789,9,801,3620.0,4771.0,23,824,1071,4243,3811,4243,497,801,32,41,91,11,60,143,127,83,81,39,49,203,50,63,23,295,8,24,82,60,4243,178,255,801,824
06037543903,577500,2117,1192,8,25,49,18,321,93,86,42,44,771,171,2124,300,3851,0.3984,14,1092,4411.0,5832.0,0,1236,1905,3852,3638,3805,649,1092,90,68,128,38,39,26,25,76,70,69,78,61,83,53,75,50,24,48,87,16,3852,264,452,1092,1236
06037543905,509600,1878,1694,41,46,37,41,580,75,75,33,31,470,192,2314,583,4547,0.3799,41,1050,2349.0,5338.0,0,1090,3512,4556,4210,4498,391,1050,15,9,27,44,4,0,46,68,74,5,45,45,213,138,315,94,118,151,163,124,4556,216,223,1050,1090
06037544001,573000,1874,1111,18,7,0,20,281,117,31,35,41,965,139,2403,314,4079,0.3883,19,1246,5287.0,6661.0,0,1282,2672,4079,3917,4055,586,1246,11,30,79,24,20,24,37,33,127,0,12,76,72,99,163,210,103,59,27,74,4079,554,379,1246,1282
06037544002,613200,1511,2136,30,47,16,29,264,77,79,77,35,570,171,1946,466,3740,0.3242,41,834,2990.0,4014.0,0,840,2577,3740,3299,3705,463,834,53,39,20,44,8,27,22,67,57,31,13,78,327,192,68,28,115,73,108,37,3740,261,187,834,840
06037550101,590800,-666666666,1745,40,2,21,0,126,120,53,68,119,878,164,2019,379,3820,0.4843,18,1004,4691.0,5301.0,0,1049,3272,3820,3389,3774,693,1004,48,15,77,28,0,151,37,83,44,23,0,178,43,140,113,58,168,107,69,83,3820,336,467,1004,1049
06037550201,621700,1509,2567,30,77,81,10,313,24,110,36,30,456,79,1498,345,2974,0.3456,41,769,2567.0,3865.0,0,769,2356,2979,2822,2949,433,769,30,12,29,36,9,0,28,31,30,22,21,10,133,167,149,71,87,74,118,68,2979,186,234,769,769
06037550202,580700,2065,1907,63,108,0,30,360,77,87,114,124,1089,123,2755,287,5244,0.3286,69,1449,5718.0,7197.0,0,1449,4067,5253,4843,5197,804,1449,105,58,29,22,0,22,142,35,113,38,18,39,97,180,122,155,144,180,117,56,5253,415,523,1449,1449
06037550301,587500,2211,1198,25,24,66,0,441,139,39,51,0,608,144,2344,116,4509,0.3391,135,1049,3271.0,4942.0,0,1063,2754,4631,4233,4573,577,1049,25,60,38,18,11,29,7,42,40,83,71,121,215,77,41,20,563,54,72,155,4631,216,261,1049,1063
06037550501,659600,1809,3102,11,134,14,32,580,56,71,79,3,535,47,1990,570,3773,0.4077,50,1115,3465.0,5993.0,0,1148,2913,3901,3696,3871,584,1115,49,5,23,74,0,12,38,6,65,46,0,26,163,0,250,169,27,302,160,139,3901,328,185,1115,1148
06037550502,1005800,2320,3100,0,39,15,0,221,114,171,33,54,1026,61,2484,84,4225,0.4564,33,1247,7189.0,8554.0,0,1329,2496,4225,3909,4201,814,1247,0,38,62,105,13,33,31,35,46,55,0,95,126,105,100,81,83,37,134,157,4225,655,348,1247,1329
06037550601,656100,1817,2716,62,273,116,0,947,94,122,45,161,975,227,3431,849,6354,0.4183,160,1922,5892.0,9331.0,0,1975,4946,6363,5898,6281,1137,1922,37,76,112,11,9,26,54,77,79,63,70,66,54,227,115,70,367,355,373,82,6363,487,401,1922,1975
06037550602,739500,2639,2101,16,0,35,18,217,75,95,42,16,928,26,2040,246,4036,0.5219,5,1145,5539.0,6738.0,0,1189,2787,4036,3547,4020,618,1145,53,53,40,95,30,26,98,54,112,42,100,46,65,115,172,158,74,139,66,17,4036,478,325,1145,1189
06037550700,662700,2023,2206,70,46,146,64,544,143,21,240,40,1480,296,3537,649,6461,0.3835,69,2024,8872.0,10864.0,0,2104,4383,6466,6221,6466,938,2024,46,100,188,120,15,53,135,197,70,169,63,113,184,211,110,81,278,125,152,53,6466,845,558,2024,2104
06037550801,732000,1689,1873,50,18,19,106,637,119,182,110,45,943,86,2386,376,4686,0.3463,0,1580,5925.0,8662.0,0,1644,3465,4686,4211,4551,879,1580,18,116,92,43,72,28,100,144,70,55,13,79,69,57,65,96,302,89,109,66,4686,647,276,1580,1644
06037550802,727000,1738,2677,93,65,31,35,370,15,23,31,8,238,43,1071,116,2038,0.4166,0,608,1705.0,3593.0,0,677,1541,2038,1929,2009,247,608,26,52,26,0,0,0,16,49,26,40,5,0,38,129,96,27,49,75,49,26,2038,183,55,608,677
06037550901,751100,1728,2894,124,159,97,134,1099,85,85,21,36,355,315,2703,976,4839,0.461,40,1454,2113.0,6292.0,0,1490,3321,4868,4447,4788,736,1454,43,35,47,30,18,8,0,101,20,69,38,56,197,146,143,161,64,169,219,53,4868,106,229,1454,1490
06037550902,819700,1891,2194,141,252,170,150,1250,38,156,34,10,610,243,3168,517,5704,0.423,79,1860,3670.0,8860.0,0,1905,4050,5710,4845,5650,782,1860,47,15,98,55,60,27,17,81,49,120,7,27,171,158,207,146,146,52,252,173,5710,330,270,1860,1905
06037551001,731100,1977,1903,0,11,94,26,269,95,70,94,69,682,79,1285,98,2913,0.3353,52,951,4170.0,5389.0,0,1084,2234,2913,2772,2898,600,951,33,33,35,18,0,8,0,48,23,115,0,75,65,98,112,122,73,93,115,29,2913,317,349,951,1084
06037551002,773100,2077,2285,42,217,0,57,469,39,39,82,50,921,136,2016,158,4250,0.5634,0,1390,5646.0,7598.0,0,1444,3087,4250,3646,4156,701,1390,42,168,160,33,0,32,32,194,44,64,17,237,44,140,73,43,183,232,62,132,4250,527,330,1390,1444
06037551101,396000,1608,1842,71,133,71,66,732,60,11,13,11,519,58,1871,568,3913,0.375,53,1251,2655.0,5330.0,0,1310,2979,3913,3625,3851,544,1251,21,0,113,0,0,0,11,49,221,0,41,12,135,247,119,45,168,124,54,135,3913,338,153,1251,1310
06037551102,735200,1694,3123,234,155,180,280,1682,0,0,11,12,187,137,2937,399,5359,0.3519,116,1869,1209.0,7209.0,0,1887,4485,5419,4756,5386,629,1869,0,0,20,53,23,0,0,18,52,35,0,8,111,202,196,95,105,305,191,259,5419,155,32,1869,1887
06037551201,677200,1826,-666666666,20,111,38,98,765,83,16,31,34,447,164,1847,209,3597,0.3896,108,1212,2653.0,5519.0,0,1236,2467,3652,3272,3652,584,1212,70,136,0,43,18,0,11,33,215,44,38,53,57,54,158,78,52,144,195,82,3652,226,149,1212,1236
06037551203,664200,1929,2007,0,41,22,30,475,247,0,11,14,608,257,2108,653,3778,0.422,75,1083,3491.0,5500.0,0,1120,2775,3778,3731,3778,554,1083,130,7,0,0,54,38,117,63,3,0,45,18,31,157,291,119,0,135,178,69,3778,191,414,1083,1120
06037551204,644800,1652,1652,0,87,108,101,673,0,57,60,33,480,60,1658,516,3336,0.4298,0,1153,2632.0,5665.0,0,1153,2607,3530,3378,3488,482,1153,82,68,70,22,23,15,33,32,55,61,18,11,94,29,105,105,138,5,215,56,3530,207,232,1153,1153
06037551300,496600,1753,2075,156,139,180,153,1503,30,65,7,11,356,231,3288,950,5754,0.3595,27,1859,1440.0,7302.0,0,1954,4786,5954,5506,5847,731,1859,48,51,83,32,71,14,60,98,82,46,40,110,115,310,207,94,123,114,126,117,5954,122,202,1859,1954
06037551401,653000,1796,2323,70,28,130,109,715,81,55,0,52,588,183,2341,391,4128,0.4127,0,1303,3163.0,5683.0,0,1327,3373,4150,4074,4150,480,1303,19,45,5,8,27,15,118,81,78,48,0,37,100,151,97,118,176,99,107,56,4150,276,267,1303,1327
06037551402,673900,1911,2182,29,89,60,35,620,87,67,79,44,823,195,2670,502,5326,0.3821,38,1443,5030.0,7764.0,0,1462,3689,5326,5010,5236,696,1443,26,42,38,34,7,0,32,44,58,44,41,34,100,294,164,207,165,294,24,103,5326,389,352,1443,1462
06037551501,586700,1880,2498,172,48,53,7,720,66,58,86,119,711,100,2458,332,4617,0.374,59,1431,4120.0,7081.0,0,1493,3402,4675,3849,4644,712,1431,38,50,34,23,0,24,66,116,105,24,28,0,71,60,53,29,187,227,254,158,4675,278,417,1431,1493
06037551502,738300,1876,1795,118,0,81,108,615,85,106,72,14,798,20,2429,150,4697,0.3912,26,1413,4765.0,7289.0,0,1413,3669,4797,4443,4797,722,1413,19,34,87,74,14,124,34,32,109,65,91,61,218,194,118,54,54,114,250,103,4797,417,365,1413,1413
06037551700,645400,1812,2281,89,89,17,66,656,134,61,80,81,1059,122,3111,592,6208,0.39,64,1715,5934.0,8727.0,0,1715,5041,6208,5904,6180,947,1715,111,43,61,74,155,0,145,74,231,38,78,38,162,157,211,136,19,151,218,154,6208,560,426,1715,1715
06037551801,608500,1821,1809,15,134,42,78,456,67,98,53,31,493,55,1955,96,3180,0.345,56,949,3114.0,4764.0,0,966,2371,3180,2904,3162,475,949,19,0,25,22,6,52,6,91,31,17,65,23,57,247,75,60,45,83,58,26,3180,386,57,949,966
06037551802,604200,1865,1658,55,17,94,226,919,73,45,28,0,505,148,2416,451,3986,0.358,114,1424,3123.0,6438.0,0,1424,3085,4002,3681,3958,498,1424,0,153,71,35,0,4,69,7,87,39,41,31,116,57,147,108,13,73,166,230,4002,264,204,1424,1424
06037551900,572700,1775,1712,0,10,16,0,165,156,140,81,110,1196,66,2672,272,5088,0.3657,31,1361,6235.0,6959.0,0,1361,3291,5286,5038,5167,818,1361,0,259,41,74,29,0,82,115,55,77,42,44,251,94,106,111,187,212,206,47,5286,457,597,1361,1361
06037552001,612400,2087,2277,62,59,20,23,299,58,125,34,128,702,72,1869,195,3849,0.332,42,1001,3949.0,5256.0,0,1023,2821,3956,3793,3956,562,1001,6,53,46,18,48,19,17,87,79,46,28,93,136,156,189,79,70,142,170,45,3956,223,399,1001,1023
06037552002,564000,1869,2287,34,79,153,51,517,43,53,100,35,426,76,1904,171,3365,0.3317,59,943,2121.0,3987.0,0,968,2404,3457,3288,3436,395,943,0,74,41,12,0,10,8,56,31,28,43,37,223,111,145,84,73,45,90,101,3457,75,300,943,968
06037552100,578800,1048,2028,33,52,166,23,610,138,92,150,79,1178,88,2861,461,5962,0.4224,101,1788,6339.0,8031.0,0,1840,4389,5964,5462,5818,1023,1788,19,79,110,65,80,97,46,42,63,109,126,88,243,162,233,203,212,128,182,95,5964,421,552,1788,1840
06037552200,571600,1707,2331,82,132,81,95,1212,43,8,53,0,376,105,2637,1158,5780,0.3689,117,1588,1932.0,6802.0,25,1656,4253,5780,5514,5732,659,1588,30,20,68,15,8,0,11,63,87,67,54,28,301,298,304,92,180,221,409,183,5780,184,169,1588,1656
