tract_split_base,year,lacity,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,demogsurveyany,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totmss,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totmsspeople,famcarhh,famvanhh,famcamperhh,famtenthh,fammsshh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,fammsspeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indmsspeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,GEOID
134423,2022,1,2,5,12,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037134423
134424,2022,1,2,5,12,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037134424
134520,2022,1,2,3,3,27,45,30,23,0,2,0,2,6,0,0,8,0,0,0,0,11,39,2,0.0,0.0,16.012,49.089,3.37,0.0,0.0,0.209,0.074,0.008,0.0,0.0,0.852,0.256,0.022,0.0,0.0,15.16,48.833,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.471,0,0,0,0,82.471,06037134520
134521,2022,1,2,3,3,27,45,30,0,0,0,0,1,15,0,0,0,0,0,2,0,4,1,8,2.95,0.0,5.823,1.259,13.482,0.094,0.0,0.076,0.002,0.03,0.304,0.0,0.31,0.007,0.091,2.646,0.0,5.513,1.252,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.512,0,0,0,0,38.512,06037134521
134522,2022,1,2,3,3,27,45,30,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037134522
134710,2022,1,2,3,3,27,45,30,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,4.0,06037134710
134720,2022,1,2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.456,0,0,0,0,2.456,06037134720
134800,2022,1,2,3,3,27,45,30,2,0,1,0,1,16,0,0,0,0,0,1,0,7,0,0,1.475,0.0,10.189,0.0,0.0,0.047,0.0,0.133,0.0,0.0,0.152,0.0,0.542,0.0,0.0,1.323,0.0,9.647,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.664,0,0,0,0,27.664,06037134800
134901,2022,1,2,3,3,27,45,30,0,0,0,1,3,3,0,0,0,0,0,0,0,5,0,1,0.0,0.0,7.279,0.0,1.685,0.0,0.0,0.095,0.0,0.004,0.0,0.0,0.387,0.0,0.011,0.0,0.0,6.891,0.0,1.674,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.964,4,0,0,4,15.964000000000002,06037134901
134903,2022,1,2,3,3,27,45,30,0,0,0,0,1,8,0,0,0,0,0,17,2,3,6,23,25.071,2.98,4.367,7.552,38.76,0.796,0.037,0.057,0.012,0.087,2.582,0.114,0.232,0.039,0.26,22.489,2.866,4.135,7.513,38.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.73,0,0,0,0,86.73,06037134903
134904,2022,1,2,3,3,27,45,30,0,0,0,0,1,11,0,0,0,0,0,0,2,1,0,0,0.0,2.98,1.456,0.0,0.0,0.0,0.037,0.019,0.0,0.0,0.0,0.114,0.077,0.0,0.0,0.0,2.866,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.436,0,0,0,0,15.436,06037134904
134905,2022,1,2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,1.456,0.0,3.37,0.0,0.0,0.019,0.0,0.008,0.0,0.0,0.077,0.0,0.023,0.0,0.0,1.378,0.0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.826,0,0,0,0,4.826,06037134905
135102,2022,1,2,3,12,27,45,30,0,0,0,0,2,2,0,0,0,0,0,0,0,1,3,0,0.0,0.0,1.456,3.776,0.0,0.0,0.0,0.019,0.006,0.0,0.0,0.0,0.077,0.02,0.0,0.0,0.0,1.378,3.756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.231999999999999,0,0,0,0,7.231999999999999,06037135102
135111,2022,1,2,3,3,27,45,30,0,0,0,0,2,0,0,0,0,0,0,2,0,7,0,0,2.95,0.0,10.19,0.0,0.0,0.094,0.0,0.133,0.0,0.0,0.304,0.0,0.542,0.0,0.0,2.646,0.0,9.647,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.139,0,0,0,0,13.139,06037135111
135113,2022,1,2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,1.456,06037135113
135114,2022,1,2,3,3,27,45,30,0,0,0,0,3,1,0,0,0,0,0,1,1,5,1,2,1.475,1.49,7.278,1.259,3.37,0.047,0.018,0.095,0.002,0.008,0.152,0.057,0.387,0.007,0.023,1.323,1.433,6.891,1.252,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.872,0,0,0,0,15.872,06037135114
135201,2022,1,2,3,12,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,1.456,06037135201
135202,2022,1,2,3,12,27,45,30,0,0,0,0,1,2,0,0,0,0,0,0,3,2,0,1,0.0,4.471,2.911,0.0,1.685,0.0,0.055,0.038,0.0,0.004,0.0,0.171,0.155,0.0,0.011,0.0,4.3,2.756,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.067,0,0,0,0,11.067,06037135202
135203,2022,1,2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.259,1.685,0.0,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.0,1.252,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.944,0,0,0,0,3.944,06037135203
137000,2022,1,2,3,3,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037137000
137103,2022,1,2,3,3,27,45,30,7,0,1,0,1,3,0,0,0,0,0,0,0,5,0,0,0.0,0.0,7.278,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.387,0.0,0.0,0.0,0.0,6.891,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.278,0,0,0,0,10.278,06037137103
137104,2022,1,2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.259,1.685,0.0,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.0,1.252,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.944,0,0,0,0,2.944,06037137104
137201,2022,1,2,3,3,27,45,30,10,0,2,0,2,8,0,0,0,0,0,6,3,10,2,8,8.848,4.47,14.557,2.518,13.481,0.28,0.05499999999999999,0.19,0.004,0.03,0.912,0.171,0.7739999999999999,0.014,0.09,7.938,4.299,13.782,2.504,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.874,0,0,0,0,51.874,06037137201
137301,2022,1,2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,1.456,06037137301
137302,2022,1,2,3,3,27,45,30,0,0,0,0,2,1,0,0,0,0,0,2,0,3,0,0,2.95,0.0,4.367,0.0,0.0,0.094,0.0,0.056999999999999995,0.0,0.0,0.304,0.0,0.23199999999999998,0.0,0.0,2.646,0.0,4.1339999999999995,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.317,0,0,0,0,8.317,06037137302
137401,2022,1,2,3,3,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037137401
137402,2022,1,2,3,3,27,45,30,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,4.367,0.0,0.0,0.0,0.0,0.056999999999999995,0.0,0.0,0.0,0.0,0.23199999999999998,0.0,0.0,0.0,0.0,4.1339999999999995,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.367,0,0,0,0,4.367,06037137402
137501,2022,1,2,3,3,27,45,30,2,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,2.911,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,0,0,0,0,2.911,06037137501
137502,2022,1,2,3,3,27,45,30,5,0,2,0,3,2,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,3.776,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,3.756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.776,0,0,0,0,5.776,06037137502
137504,2022,1,2,3,3,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037137504
138000,2022,1,2,3,3,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037138000
139001,2022,1,2,3,5,27,45,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1.475,0.0,0.0,0.0,1.685,0.047,0.0,0.0,0.0,0.004,0.152,0.0,0.0,0.0,0.011,1.323,0.0,0.0,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,3.16,06037139001
139200,2022,1,2,3,5,27,45,30,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037139200
139301,2022,1,2,3,3,27,45,30,0,0,0,0,2,1,0,0,0,0,0,1,4,5,0,0,1.475,5.961,7.279,0.0,0.0,0.047,0.073,0.095,0.0,0.0,0.152,0.228,0.387,0.0,0.0,1.323,5.733,6.891,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.713999999999999,0,0,0,0,15.713999999999999,06037139301
139302,2022,1,2,3,3,27,45,30,5,0,2,1,1,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.259,1.685,0.0,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.0,1.252,1.674,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.944,4,0,0,4,8.944,06037139302
139303,2022,1,2,3,3,27,45,30,4,0,1,0,2,11,0,0,0,0,0,1,1,2,0,6,1.475,1.49,2.911,0.0,10.111,0.047,0.018,0.038,0.0,0.023,0.152,0.057,0.155,0.0,0.068,1.323,1.433,2.756,0.0,10.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.987000000000002,0,0,0,0,26.987000000000002,06037139303
139401,2022,1,2,3,3,27,45,30,0,0,0,0,1,14,0,0,0,0,0,2,0,0,1,0,2.95,0.0,0.0,1.259,0.0,0.094,0.0,0.0,0.002,0.0,0.304,0.0,0.0,0.007,0.0,2.646,0.0,0.0,1.252,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.208,0,0,0,0,18.208,06037139401
139402,2022,1,2,3,3,27,45,30,2,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.259,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.252,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.259,0,0,0,0,2.259,06037139402
139502,2022,1,2,3,3,27,45,30,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.685,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.685,0,0,0,0,3.685,06037139502
139503,2022,1,2,3,5,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037139503
139504,2022,1,2,3,5,27,45,30,0,0,0,0,1,7,0,0,0,0,0,0,1,1,0,2,0.0,1.49,1.456,0.0,3.37,0.0,0.018,0.019,0.0,0.008,0.0,0.057,0.077,0.0,0.023,0.0,1.433,1.378,0.0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.316,0,0,0,0,13.316,06037139504
139600,2022,1,2,3,5,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,3.776,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,3.756,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.776,0,0,0,0,3.776,06037139600
139701,2022,1,2,3,5,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,2.911,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.911,0,0,0,0,2.911,06037139701
139702,2022,1,2,3,5,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037139702
139703,2022,1,2,3,5,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037139703
139801,2022,1,2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037139801
139802,2022,1,2,3,3,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037139802
141101,2022,1,2,3,4,18,46,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037141101
141102,2022,1,2,3,4,18,46,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037141102
141201,2022,1,2,3,4,18,46,30,2,0,2,0,2,10,0,0,0,0,0,0,1,17,2,9,0.0,1.49,24.746000000000002,2.517,15.167,0.0,0.018,0.322,0.004,0.034,0.0,0.057,1.317,0.013,0.102,0.0,1.433,23.429000000000002,2.504,15.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.92,0,0,0,0,53.92,06037141201
141202,2022,1,2,3,4,18,46,30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037141202
141302,2022,1,2,3,4,18,46,30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037141302
141303,2022,1,2,3,4,18,46,30,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037141303
141304,2022,1,2,3,4,18,46,30,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,8.426,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,8.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.426,0,0,0,0,19.426,06037141304
141400,2022,1,2,3,5,27,45,30,2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.0,0.0,1.456,0.0,1.685,0.0,0.0,0.019,0.0,0.004,0.0,0.0,0.077,0.0,0.011,0.0,0.0,1.378,0.0,1.674,13,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.141,17,0,0,17,21.141,06037141400
141500,2022,1,2,3,5,27,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037141500
141600,2022,1,2,3,4,18,46,30,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037141600
141700,2022,1,2,3,4,18,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037141700
143100,2022,1,2,3,4,18,46,30,0,0,0,0,1,3,0,0,0,0,0,0,2,4,0,3,0.0,2.98,5.823,0.0,5.056,0.0,0.037,0.076,0.0,0.011,0.0,0.114,0.31,0.0,0.034,0.0,2.866,5.513,0.0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.858,0,0,0,0,16.858,06037143100
143200,2022,1,2,3,4,18,46,30,0,0,0,0,2,8,0,0,0,0,0,1,0,9,0,7,1.475,0.0,13.100999999999999,0.0,11.797,0.047,0.0,0.171,0.0,0.026,0.152,0.0,0.6970000000000001,0.0,0.079,1.323,0.0,12.404,0.0,11.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.371,0,0,0,0,34.371,06037143200
143300,2022,1,2,3,2,18,46,30,0,0,0,0,3,8,0,0,0,0,0,3,1,0,0,1,4.425000000000001,1.49,0.0,0.0,1.685,0.14100000000000001,0.018,0.0,0.0,0.004,0.45599999999999996,0.057,0.0,0.0,0.011,3.969,1.433,0.0,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,15.6,06037143300
143400,2022,1,2,3,2,18,46,30,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,5,0.0,0.0,4.367,0.0,8.426,0.0,0.0,0.057,0.0,0.019,0.0,0.0,0.232,0.0,0.057,0.0,0.0,4.135,0.0,8.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.793,0,0,0,0,18.793,06037143400
143500,2022,1,2,3,2,18,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.259,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,1.252,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259,0,0,0,0,1.259,06037143500
143602,2022,1,2,3,2,18,46,30,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,8.426,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,8.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.426,0,0,0,0,15.426,06037143602
143603,2022,1,2,3,2,18,46,30,0,0,0,0,2,13,0,0,0,0,0,0,1,1,0,1,0.0,1.49,1.456,0.0,1.685,0.0,0.018,0.019,0.0,0.004,0.0,0.057,0.077,0.0,0.011,0.0,1.433,1.378,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.631,0,0,0,0,17.631,06037143603
143604,2022,1,2,3,2,18,46,30,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,1.259,1.685,0.0,0.0,0.0,0.002,0.004,0.0,0.0,0.0,0.007,0.011,0.0,0.0,0.0,1.252,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.944,0,0,0,0,4.944,06037143604
143700,2022,1,2,3,4,26,46,28,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037143700
143800,2022,1,2,3,2,18,46,30,0,0,0,0,2,2,0,0,0,0,0,0,2,0,7,1,0.0,2.98,0.0,8.811,1.685,0.0,0.037,0.0,0.013,0.004,0.0,0.114,0.0,0.046,0.011,0.0,2.866,0.0,8.765,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.476,0,0,0,0,15.476,06037143800
