tract_split_base,year,lacity,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,demogsurveyany,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totmss,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totmsspeople,famcarhh,famvanhh,famcamperhh,famtenthh,fammsshh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,fammsspeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indmsspeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,GEOID
101110,2022,1,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0.0,2.98,1.456,0.0,0.0,0.0,0.037,0.019,0.0,0.0,0.0,0.114,0.077,0.0,0.0,0.0,2.866,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.436,0,0,0,0,4.436,06037101110
101122,2022,1,2,5,7,25,39,28,0,0,0,0,2,3,0,0,0,0,0,1,1,1,0,0,1.475,1.49,1.456,0.0,0.0,0.047,0.018,0.019,0.0,0.0,0.152,0.057,0.077,0.0,0.0,1.323,1.433,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.42,0,0,0,0,7.42,06037101122
101210,2022,1,2,5,7,25,39,28,0,0,0,0,1,5,0,0,0,0,0,0,2,1,0,0,0.0,2.98,1.456,0.0,0.0,0.0,0.037,0.019,0.0,0.0,0.0,0.114,0.077,0.0,0.0,0.0,2.866,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.436,0,0,0,0,9.436,06037101210
101220,2022,1,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037101220
101300,2022,1,2,5,7,25,39,28,10,0,1,0,2,4,0,0,0,0,0,3,2,4,0,1,4.424,2.98,5.823,0.0,1.685,0.14,0.037,0.076,0.0,0.004,0.456,0.114,0.309,0.0,0.011,3.969,2.866,5.513,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.912,0,0,0,0,18.912,06037101300
101400,2022,1,2,5,7,25,39,28,0,0,0,0,2,26,0,0,0,0,0,3,0,6,7,2,4.424,0.0,8.734,8.811,3.37,0.14,0.0,0.114,0.014,0.008,0.456,0.0,0.465,0.046,0.022,3.969,0.0,8.269,8.764,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.339,0,0,0,0,51.339,06037101400
102103,2022,1,2,5,2,25,39,28,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,2.0,06037102103
102104,2022,1,2,5,2,25,39,28,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,2.911,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.911,0,0,0,0,4.911,06037102104
102105,2022,1,2,5,2,18,39,29,1,0,1,0,1,0,0,0,0,0,0,2,0,9,2,0,2.95,0.0,13.101,2.517,0.0,0.094,0.0,0.171,0.004,0.0,0.304,0.0,0.697,0.013,0.0,2.646,0.0,12.404,2.504,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.568,0,0,0,0,18.568,06037102105
102107,2022,1,2,5,7,25,39,28,0,0,0,0,1,6,0,0,0,0,0,4,0,7,2,2,5.899,0.0,10.189,2.517,3.37,0.187,0.0,0.133,0.004,0.008,0.608,0.0,0.542,0.013,0.023,5.292,0.0,9.647,2.504,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.976,0,0,0,0,27.976,06037102107
103101,2022,1,2,5,7,25,39,28,0,0,0,0,2,7,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,6.293,11.796,0.0,0.0,0.0,0.01,0.026,0.0,0.0,0.0,0.033,0.079,0.0,0.0,0.0,6.261,11.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.09,0,0,0,0,25.09,06037103101
103102,2022,1,2,5,7,25,39,28,0,0,0,0,2,6,0,0,0,0,0,0,0,1,2,1,0.0,0.0,1.456,2.517,1.685,0.0,0.0,0.019,0.004,0.004,0.0,0.0,0.077,0.013,0.011,0.0,0.0,1.378,2.504,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.658,0,0,0,0,11.658,06037103102
103200,2022,1,2,5,7,25,39,29,0,0,0,0,3,24,0,0,0,0,0,4,6,10,9,8,5.9,8.941,14.556,11.328,13.482,0.188,0.11,0.19,0.017,0.03,0.608,0.342,0.774,0.059,0.091,5.292,8.599,13.781,11.269,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.206,0,0,0,0,78.206,06037103200
103300,2022,1,2,5,7,25,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037103300
103400,2022,1,2,5,7,25,39,28,0,0,0,0,2,6,0,0,0,0,0,3,0,0,1,1,4.424,0.0,0.0,1.259,1.685,0.14,0.0,0.0,0.002,0.004,0.456,0.0,0.0,0.007,0.011,3.969,0.0,0.0,1.252,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.367999999999999,0,0,0,0,13.367999999999999,06037103400
104103,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,0,2.95,1.49,2.911,0.0,0.0,0.094,0.018,0.038,0.0,0.0,0.304,0.057,0.155,0.0,0.0,2.646,1.433,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.351,0,0,0,0,7.351,06037104103
104105,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0.0,1.49,2.911,0.0,0.0,0.0,0.018,0.038,0.0,0.0,0.0,0.057,0.155,0.0,0.0,0.0,1.433,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.401,0,0,0,0,4.401,06037104105
104108,2022,1,2,3,7,18,39,29,0,0,0,0,2,8,0,0,0,0,0,1,1,0,0,2,1.475,1.49,0.0,0.0,3.37,0.047,0.018,0.0,0.0,0.008,0.152,0.057,0.0,0.0,0.023,1.323,1.433,0.0,0.0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.335999999999999,0,0,0,0,14.335999999999999,06037104108
104124,2022,1,2,3,7,18,39,29,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0,0,10,10.0,06037104124
104201,2022,1,2,3,7,18,39,29,2,0,1,0,1,3,0,0,0,0,0,0,0,30,7,24,0.0,0.0,43.669,8.811,40.445,0.0,0.0,0.568,0.013,0.091,0.0,0.0,2.324,0.046,0.272,0.0,0.0,41.345,8.765,40.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.925,0,0,0,0,95.925,06037104201
104203,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1.475,0.0,1.456,0.0,0.0,0.047,0.0,0.019,0.0,0.0,0.152,0.0,0.077,0.0,0.0,1.323,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,2.93,06037104203
104204,2022,1,2,3,7,18,39,29,1,0,1,0,2,0,0,0,0,0,0,1,2,1,0,3,1.475,2.98,1.456,0.0,5.056,0.047,0.037,0.019,0.0,0.011,0.152,0.114,0.077,0.0,0.034,1.323,2.866,1.378,0.0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.966999999999999,0,0,0,0,10.966999999999999,06037104204
104310,2022,1,2,3,7,18,39,29,9,0,2,0,2,1,0,0,0,0,0,1,3,33,0,12,1.475,4.471,48.036,0.0,20.222,0.047,0.055,0.626,0.0,0.045,0.152,0.171,2.556,0.0,0.136,1.323,4.3,45.480000000000004,0.0,20.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.20400000000001,0,0,0,0,75.20400000000001,06037104310
104320,2022,1,2,3,7,18,39,29,0,94,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,5.823,0.0,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,5.513,0.0,0.0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.823,55,0,0,55,60.823,06037104320
104401,2022,1,2,3,7,18,39,29,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,6.0,06037104401
104403,2022,1,2,3,7,18,39,29,8,0,1,0,1,7,0,0,0,0,0,4,0,1,5,11,5.899,0.0,1.456,6.293,18.537,0.187,0.0,0.019,0.01,0.042,0.608,0.0,0.077,0.033,0.125,5.292,0.0,1.378,6.261,18.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.185,0,0,0,0,39.185,06037104403
104404,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,3,0,6,0,0,4.424,0.0,8.734,0.0,0.0,0.14,0.0,0.114,0.0,0.0,0.456,0.0,0.465,0.0,0.0,3.969,0.0,8.269,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.158,0,0,0,0,13.158,06037104404
104500,2022,1,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2.517,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,2.504,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.517,0,0,0,0,5.517,06037104500
104610,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.49,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.0,1.433,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,06037104610
104620,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,3,1,11,0,2,4.424,1.49,16.012,0.0,3.37,0.14,0.018,0.208,0.0,0.008,0.456,0.057,0.852,0.0,0.023,3.969,1.433,15.16,0.0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.297,0,0,0,0,25.297,06037104620
104701,2022,1,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,8,2,10,0,0,11.798,2.98,14.556,0.0,0.0,0.374,0.037,0.189,0.0,0.0,1.215,0.114,0.775,0.0,0.0,10.583,2.866,13.782,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.335,0,0,0,0,29.335,06037104701
104703,2022,1,2,3,7,18,39,29,12,0,1,0,1,2,0,0,0,0,0,4,2,60,0,3,5.899,2.98,87.338,0.0,5.056,0.187,0.037,1.137,0.0,0.011,0.608,0.114,4.647,0.0,0.034,5.292,2.866,82.691,0.0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.27,0,0,0,0,103.27,06037104703
104704,2022,1,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,2,19,0,0,0.0,2.98,27.657,0.0,0.0,0.0,0.037,0.36,0.0,0.0,0.0,0.114,1.472,0.0,0.0,0.0,2.866,26.185,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.637,0,0,0,0,33.637,06037104704
104810,2022,1,2,3,7,18,39,29,1,0,1,0,1,0,0,0,0,0,0,0,4,6,0,0,0.0,5.961,8.734,0.0,0.0,0.0,0.073,0.114,0.0,0.0,0.0,0.228,0.465,0.0,0.0,0.0,5.733,8.269,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.694,0,0,0,0,14.694,06037104810
104821,2022,1,2,3,7,18,39,29,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,0.0,1.49,0.0,0.0,5.056,0.0,0.018,0.0,0.0,0.011,0.0,0.057,0.0,0.0,0.034,0.0,1.433,0.0,0.0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.546,0,0,0,0,8.546,06037104821
104822,2022,1,2,3,7,18,39,29,4,0,1,0,1,4,0,0,0,0,0,0,2,0,2,8,0.0,2.98,0.0,2.517,13.482,0.0,0.037,0.0,0.004,0.03,0.0,0.114,0.0,0.013,0.091,0.0,2.866,0.0,2.504,13.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.979,0,0,0,0,22.979,06037104822
106010,2022,1,2,5,7,18,39,29,0,0,0,1,1,0,0,0,0,0,0,4,0,6,0,1,5.899,0.0,8.734,0.0,1.685,0.187,0.0,0.114,0.0,0.004,0.608,0.0,0.465,0.0,0.011,5.292,0.0,8.269,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.318,0,0,0,0,16.318,06037106010
106020,2022,1,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,1.475,0.0,4.367,0.0,1.685,0.047,0.0,0.057,0.0,0.004,0.152,0.0,0.232,0.0,0.011,1.323,0.0,4.135,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.527,0,0,0,0,8.527,06037106020
106111,2022,1,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037106111
106112,2022,1,2,3,7,18,39,29,0,55,0,1,1,1,0,0,0,0,0,2,2,13,0,0,2.95,2.98,18.923,0.0,0.0,0.094,0.037,0.246,0.0,0.0,0.304,0.114,1.007,0.0,0.0,2.646,2.866,17.916,0.0,0.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.853,60,0,0,60,85.853,06037106112
106113,2022,1,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,4,0.0,0.0,8.734,0.0,6.741,0.0,0.0,0.114,0.0,0.015,0.0,0.0,0.465,0.0,0.045,0.0,0.0,8.269,0.0,6.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.475,0,0,0,0,17.475,06037106113
106114,2022,1,2,3,7,18,39,29,0,16,0,1,1,6,0,0,0,0,0,0,3,4,2,0,0.0,4.471,5.823,2.517,0.0,0.0,0.055,0.076,0.004,0.0,0.0,0.171,0.31,0.013,0.0,0.0,4.3,5.513,2.504,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.81,16,0,0,16,34.81,06037106114
106403,2022,1,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0.0,2.98,0.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,2.866,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98,0,0,0,0,5.98,06037106403
106405,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0.0,2.98,5.823,0.0,0.0,0.0,0.037,0.076,0.0,0.0,0.0,0.114,0.31,0.0,0.0,0.0,2.866,5.513,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.803,0,0,0,0,8.803,06037106405
106406,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,6,0,7,0,0,8.849,0.0,10.189,0.0,0.0,0.281,0.0,0.133,0.0,0.0,0.911,0.0,0.542,0.0,0.0,7.937,0.0,9.647,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.038,0,0,0,0,19.038,06037106406
106407,2022,1,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,06037106407
106408,2022,1,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,6.741,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,6.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.741,0,0,0,0,7.741,06037106408
106510,2022,1,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,0,7,4,39,5,3,10.323,5.961,56.77,6.293,5.056,0.328,0.073,0.739,0.01,0.011,1.063,0.228,3.021,0.033,0.034,9.26,5.733,53.749,6.261,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.403,0,0,0,0,88.403,06037106510
106520,2022,1,2,3,7,18,39,29,21,0,2,0,2,0,0,0,0,0,0,1,0,6,0,0,1.475,0.0,8.734,0.0,0.0,0.047,0.0,0.11399999999999999,0.0,0.0,0.152,0.0,0.46499999999999997,0.0,0.0,1.323,0.0,8.269,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.209,0,0,0,0,10.209,06037106520
106603,2022,1,2,5,12,18,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037106603
106604,2022,1,2,3,7,18,39,29,3,0,1,1,2,2,0,0,0,0,0,3,2,14,4,2,4.425000000000001,2.98,20.378,5.035,3.37,0.14100000000000001,0.037,0.266,0.008,0.008,0.45599999999999996,0.114,1.084,0.027,0.022,3.969,2.866,19.294,5.008,3.348,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.189,70,0,0,70,108.189,06037106604
106641,2022,1,2,5,12,18,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037106641
106642,2022,1,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4.424,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,3.969,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424,0,0,0,0,4.424,06037106642
106643,2022,1,2,5,12,18,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037106643
106645,2022,1,2,5,12,18,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037106645
106646,2022,1,2,5,12,18,39,30,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,1,2.95,0.0,2.911,0.0,1.685,0.094,0.0,0.038,0.0,0.004,0.304,0.0,0.155,0.0,0.011,2.646,0.0,2.756,0.0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.546,0,0,0,0,8.546,06037106646
106648,2022,1,2,3,7,18,39,29,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.456,0,0,0,0,4.456,06037106648
106649,2022,1,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,3.37,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.0,0.0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,3.37,06037106649
107010,2022,1,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0.0,0.0,2.911,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,2.756,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.911,0,0,0,0,3.911,06037107010
107020,2022,1,2,3,7,18,39,29,0,0,0,0,1,6,0,0,0,0,0,0,4,4,0,3,0.0,5.961,5.823,0.0,5.056,0.0,0.073,0.076,0.0,0.011,0.0,0.228,0.31,0.0,0.034,0.0,5.733,5.513,0.0,5.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.839,0,0,0,0,22.839,06037107020
108101,2022,1,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,1.456,06037108101
108102,2022,1,2,5,12,27,38,25,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2.95,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.0,2.646,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,0,4.95,06037108102
108103,2022,1,2,5,12,27,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037108103
108104,2022,1,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.456,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.077,0.0,0.0,0.0,0.0,1.378,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,1.456,06037108104
108201,2022,1,2,5,12,27,38,30,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0.0,1.49,1.456,1.259,0.0,0.0,0.018,0.019,0.002,0.0,0.0,0.057,0.077,0.007,0.0,0.0,1.433,1.378,1.252,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.204,0,0,0,0,7.204,06037108201
108202,2022,1,2,5,12,27,38,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,06037108202
109100,2022,1,2,3,7,18,39,29,5,0,1,1,2,1,0,0,0,0,0,8,7,5,17,3,11.798,10.431,7.279,21.398,5.056,0.375,0.129,0.095,0.033,0.011,1.2149999999999999,0.39899999999999997,0.387,0.112,0.034,10.583,10.032,6.891,21.286,5.022,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.961,13,0,0,13,69.961,06037109100
109200,2022,1,2,3,12,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,8.734,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,0.0,0.465,0.0,0.0,0.0,0.0,8.269,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.734,0,0,0,0,8.734,06037109200
