GEOID,median_home_value,median_gross_rent,median_owner_costs_mortgage,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,gini,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,n_total_units,pct_rent_30_34,pct_rent_35_39,pct_rent_40_49,pct_rent_50plus,pct_owner_cost_30_34,pct_owner_cost_35_39,pct_owner_cost_40_49,pct_owner_cost_50plus,unemployment_rate,poverty_rate,public_assistance_rate,hud_rate,oldhouses_rate,hispanic_rate,imigration_rate,1phouseholds_rate,n_age_65plus,n_age_under18,over65_rate,under18_rate,n_overcrowded_units,overcrowded_rate,area_km2,housing_density,geometry,tract,year,city,lacity,community_name,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totencamp,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totencamppeople,famcarhh,famvanhh,famcamperhh,famtenthh,famencamphh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,famencamppeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indencamppeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,tract_split_base,demogsurveyany,totmss,totmsspeople,fammsshh,fammsspeople,indmsspeople,n_ArtsRecreation,n_Education,n_Hospitals,n_MunicipalServices,n_PhysicalFeatures,n_PublicSafety,n_Transportation,n_Pantry,n_Parking,total_vehicle,total_unsheltered,non_vehicle_unsheltered,lon,lat
06037533402,405700.0,1074.0,1598.0,82,98,54,57,773,27,0,30,19,245,166,1830,917,3798,0.4948,17,1018,1273.0,3681.0,0,1036,3738,3798,3679,3755,567,1018,21,35,57,0,26,10,27,39,42,24,32,64,127,124,176,98,172,73,187,106,3798,127,75,1018,1036,10.608020698576972,12.677878395860285,6.985769728331177,7.373868046571798,11.020408163265307,0.0,12.244897959183673,7.755102040816326,9.07103825136612,24.144286466561347,1.6699410609037328,34.58299375169791,0.0,98.42022116903634,97.97603195739015,55.69744597249509,377.0,1063.0,9.926276987888363,27.988414955239598,202.0,19.842829076620824,,,,533402,2020,Maywood,2.0,Maywood,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,26.0,0.0,6.0,0.0,7.0,1.0,4.0,9.0,0.0,0.0,0.0,,
06037533403,555000.0,1130.0,,35,52,30,89,496,5,33,27,0,306,81,1358,242,2656,0.385,15,802,1585.0,3417.0,0,802,2466,2799,2643,2791,446,802,19,107,79,55,18,25,28,106,28,44,47,42,89,114,143,62,58,108,58,33,2799,71,99,802,802,7.056451612903227,10.483870967741936,6.048387096774194,17.943548387096776,1.6339869281045754,10.784313725490197,8.823529411764707,0.0,5.964653902798233,9.11144578313253,1.8703241895261846,46.38571846649107,0.0,88.10289389067523,94.69724113221068,55.61097256857855,598.0,665.0,21.36477313326188,23.75848517327617,170.0,21.197007481296758,,,,533403,2020,Maywood,2.0,Maywood,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,1.345,12.445,2.026,0.0,1.811,0.063,0.302,0.043,0.0,0.019,0.218,1.152,0.155,0.0,0.066,1.127,11.293,1.871,0.0,1.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.627,0.0,0.0,0.0,0.0,25.627,,,,,,,,1.0,26.0,0.0,4.0,0.0,6.0,0.0,3.0,26.0,9.0,10.0,1.0,,
06037533501,457400.0,1115.0,1520.0,68,25,69,27,477,28,14,0,4,251,190,1597,617,3077,0.3821,60,728,1167.0,2737.0,0,751,3076,3077,2941,3077,344,728,19,8,22,50,0,16,27,16,32,30,21,0,78,164,76,108,46,24,142,31,3077,74,68,728,751,14.255765199161424,5.2410901467505235,14.465408805031446,5.660377358490567,11.155378486055776,5.577689243027888,0.0,1.593625498007968,11.897307451471509,20.0519987000325,8.241758241758241,42.63792473511144,0.0,99.9675008124797,95.58011049723757,47.25274725274725,241.0,669.0,7.83230419239519,21.741956451088722,142.0,19.505494505494507,,,,533501,2020,Huntington Park,2.0,Huntington Park,7.0,1.0,0.0,33.0,53.0,40.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.556,0.0,0.0,3.622,0.0,0.086,0.0,0.0,0.038,0.0,0.329,0.0,0.0,0.132,0.0,3.227,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.178,0.0,0.0,0.0,0.0,9.178,,,,,,,,2.0,34.0,1.0,6.0,0.0,6.0,1.0,4.0,9.0,2.0,4.0,2.0,,
06037533504,437100.0,1172.0,1658.0,87,55,86,172,691,29,24,39,16,272,198,2227,674,4108,0.4006,70,963,1525.0,4059.0,10,978,4049,4175,3918,4124,491,963,25,22,42,24,19,41,21,86,74,18,9,49,160,200,169,50,158,111,141,74,4175,62,174,963,978,12.590448625180898,7.959479015918958,12.445730824891461,24.891461649782922,10.661764705882353,8.823529411764707,14.338235294117647,5.88235294117647,8.890884598114054,16.40701071080818,7.268951194184839,37.57083025375708,1.0224948875255624,96.98203592814372,95.00484966052376,50.9865005192108,430.0,1063.0,10.29940119760479,25.461077844311376,236.0,24.5067497403946,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,30.0,0.0,4.0,0.0,7.0,0.0,5.0,10.0,,,,,
06037533601,589500.0,1310.0,2426.0,156,120,165,39,965,17,17,30,0,187,207,2299,959,4643,0.3517,51,1152,1040.0,4833.0,0,1168,4345,4674,4391,4623,496,1152,30,17,41,23,0,0,27,58,20,11,52,0,204,288,257,138,65,129,108,137,4674,50,55,1152,1168,16.16580310880829,12.435233160621761,17.098445595854923,4.041450777202073,9.090909090909092,9.090909090909092,16.0427807486631,0.0,9.00391474554154,20.65474908464355,4.427083333333334,21.518725429339955,0.0,92.96106118955927,94.98161367077655,43.05555555555556,279.0,1326.0,5.969191270860077,28.369704749679077,105.0,9.114583333333332,,,,533601,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.345,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,1.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.345,0.0,0.0,0.0,0.0,2.345,,,,,,,,3.0,37.0,0.0,6.0,0.0,6.0,0.0,5.0,11.0,1.0,1.0,0.0,,
06037533602,444300.0,1210.0,1638.0,49,76,168,161,998,24,30,14,26,339,115,2429,742,5490,0.3611,37,1337,1920.0,5482.0,0,1383,4636,5490,5262,5394,767,1337,0,32,70,42,55,30,67,30,85,81,0,8,590,175,320,128,263,183,106,62,5490,86,155,1337,1383,4.909819639278557,7.615230460921844,16.83366733466934,16.132264529058116,7.079646017699115,8.849557522123893,4.129793510324483,7.669616519174041,4.734458624948538,13.515482695810565,2.7673896783844425,35.02371397300255,0.0,84.44444444444444,97.55283648498332,57.36724008975318,500.0,1827.0,9.107468123861565,33.278688524590166,241.0,18.025430067314886,,,,533602,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.822,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,2.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.822,0.0,0.0,0.0,0.0,4.822,,,,,,,,3.0,40.0,1.0,6.0,0.0,6.0,0.0,6.0,12.0,0.0,2.0,2.0,,
06037533603,450600.0,1106.0,2293.0,66,101,166,114,1338,21,0,8,86,450,291,2744,2358,6863,0.4822,58,1788,2404.0,7017.0,0,1839,6441,6863,6373,6718,737,1788,37,9,86,56,10,87,34,117,94,42,32,62,449,198,265,196,190,333,260,224,6863,162,239,1788,1839,4.932735426008969,7.548579970104634,12.406576980568012,8.520179372197308,4.666666666666667,0.0,1.7777777777777777,19.11111111111111,10.604956268221574,34.35815241148185,3.2438478747203576,34.259655123272054,0.0,93.85108553110885,94.86454301875558,41.21923937360179,666.0,2115.0,9.704210986449075,30.81742678129098,401.0,22.427293064876956,,,,533603,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,4.0,44.0,0.0,9.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,,
06037533701,358500.0,1108.0,1358.0,63,105,50,51,653,4,23,13,5,209,30,1495,486,3079,0.4087,31,862,1055.0,3154.0,4,899,2964,3082,2942,3066,392,862,14,33,85,18,8,16,7,27,91,0,16,24,54,181,124,53,158,126,115,37,3082,54,90,862,899,9.647779479326186,16.079632465543643,7.656967840735068,7.810107197549771,1.9138755980861244,11.004784688995215,6.220095693779904,2.3923444976076556,2.0066889632107023,15.78434556674245,3.596287703016241,33.44958782498414,0.44493882091212456,96.17131732641143,95.955642530985,45.47563805104408,339.0,848.0,10.99935107073329,27.514600908500974,144.0,16.70533642691415,,,,533701,2020,Maywood,2.0,Maywood,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.345,1.778,0.0,0.0,0.0,0.063,0.043,0.0,0.0,0.0,0.218,0.165,0.0,0.0,0.0,1.127,1.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.123,0.0,0.0,0.0,0.0,7.123,,,,,,,,2.0,23.0,0.0,5.0,0.0,4.0,1.0,2.0,21.0,2.0,2.0,0.0,,
06037533702,452400.0,1216.0,1814.0,47,75,64,60,726,14,21,30,6,192,160,2000,906,3734,0.4285,59,918,978.0,3734.0,0,966,3712,3734,3493,3658,460,918,34,22,67,1,0,18,31,19,28,12,7,6,120,178,119,80,127,129,138,64,3734,40,104,918,966,6.473829201101928,10.330578512396695,8.81542699724518,8.264462809917356,7.291666666666667,10.9375,15.625,3.125,8.0,24.2635243706481,6.427015250544662,26.191751472951257,0.0,99.41081949651847,95.489338436304,50.108932461873636,245.0,955.0,6.561328334226031,25.575790037493306,144.0,15.686274509803921,,,,533702,2020,Maywood,2.0,Maywood,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.811,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,1.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.811,0.0,0.0,0.0,0.0,2.811,,,,,,,,2.0,24.0,0.0,5.0,0.0,4.0,1.0,3.0,12.0,0.0,1.0,1.0,,
06037533703,456300.0,1220.0,2134.0,89,90,62,27,694,0,13,53,60,297,250,2499,942,5183,0.3769,73,991,1435.0,4689.0,0,991,5244,5244,5040,5184,610,991,21,11,32,53,11,0,118,21,52,132,0,14,139,188,339,132,314,162,300,65,5244,53,109,991,991,12.82420749279539,12.968299711815561,8.93371757925072,3.890489913544669,0.0,4.377104377104377,17.845117845117844,20.2020202020202,10.004001600640255,18.174802238086052,7.366296670030273,30.603540200469183,0.0,100.0,97.22222222222221,61.5539858728557,465.0,1639.0,8.867276887871855,31.254767353165526,162.0,16.347124117053482,,,,533703,2020,Maywood/Commerce/Bell,2.0,Maywood/Commerce/Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.689,1.778,0.0,0.0,3.622,0.126,0.043,0.0,0.0,0.038,0.435,0.165,0.0,0.0,0.132,2.254,1.613,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.089,0.0,0.0,0.0,0.0,10.089,,,,,,,,2.0,28.0,0.0,5.0,0.0,5.0,1.0,3.0,34.0,3.0,5.0,2.0,,
06037533803,464800.0,1268.0,2053.0,69,134,142,44,985,62,36,78,21,538,129,2715,1395,5761,0.4165,73,1523,3196.0,6856.0,0,1608,4824,5899,5634,5884,832,1523,36,62,14,8,54,87,52,79,21,28,26,43,226,287,224,188,149,176,238,86,5899,124,269,1523,1608,7.00507614213198,13.604060913705585,14.416243654822336,4.467005076142132,11.524163568773234,6.691449814126393,14.49814126394052,3.903345724907063,4.751381215469613,24.214546085749003,4.79317137229153,46.61610268378063,0.0,81.77657230038989,95.75118966689327,54.629021667761,510.0,1574.0,8.645533141210375,26.682488557382605,393.0,25.804333552199605,,,,533803,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,3.0,30.0,0.0,6.0,0.0,4.0,1.0,4.0,10.0,0.0,0.0,0.0,,
06037533804,408100.0,1152.0,881.0,0,0,91,83,559,8,38,34,52,568,150,2114,478,3993,0.4616,116,1127,2367.0,4567.0,0,1127,3933,3993,3868,3955,565,1127,28,44,12,10,22,19,93,22,72,67,57,19,67,86,134,72,58,51,221,186,3993,110,312,1127,1127,0.0,0.0,16.27906976744186,14.847942754919499,1.4084507042253522,6.690140845070422,5.985915492957746,9.15492957746479,7.095553453169347,11.970949161031806,10.292812777284826,51.8283336982702,0.0,98.49737039819685,97.80025284450063,50.13309671694765,465.0,875.0,11.645379413974455,21.91334835962935,422.0,37.44454303460515,,,,533804,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,28.0,0.0,7.0,0.0,3.0,1.0,4.0,10.0,0.0,0.0,0.0,,
06037533805,443400.0,1230.0,1444.0,56,71,94,59,629,49,37,11,33,452,39,2078,889,4011,0.496,41,1081,2646.0,4843.0,4,1107,3877,4011,3877,3989,564,1081,39,21,85,7,23,13,48,26,63,64,56,37,43,126,117,65,241,128,82,64,4011,243,148,1081,1107,8.90302066772655,11.287758346581876,14.94435612082671,9.379968203497615,10.84070796460177,8.185840707964601,2.433628318584071,7.300884955752212,1.8768046198267565,22.164048865619545,3.7927844588344124,54.63555647326037,0.36133694670280037,96.65918723510346,97.19227876660817,52.17391304347826,482.0,866.0,12.016953378209923,21.590625779107455,391.0,36.17021276595745,,,,533805,2020,Bell,2.0,Bell,7.0,1.0,0.0,33.0,63.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,28.0,0.0,7.0,0.0,4.0,1.0,4.0,10.0,0.0,0.0,0.0,,
06037533806,335800.0,1354.0,875.0,61,92,57,66,602,60,24,27,0,320,170,2167,594,3595,0.3508,17,922,1244.0,3591.0,9,941,3391,3604,3275,3578,381,922,17,8,76,0,10,24,13,16,46,8,0,33,116,138,76,57,118,31,107,89,3604,73,139,922,941,10.132890365448505,15.282392026578073,9.46843853820598,10.96345514950166,18.75,7.5,8.4375,0.0,7.844946931241347,16.52294853963839,1.843817787418655,34.64216095795043,0.9564293304994688,94.08990011098778,91.53158188932365,41.3232104121475,251.0,732.0,6.964483906770255,20.310765815760266,212.0,22.99349240780911,,,,533806,2020,Bell/Cudahy,2.0,Bell/Cudahy,7.0,1.0,0.0,33.0,63.0,40.0,47.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.345,0.0,0.0,1.411,3.622,0.063,0.0,0.0,0.013,0.038,0.218,0.0,0.0,0.043,0.132,1.127,0.0,0.0,1.368,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.378,0.0,0.0,0.0,0.0,8.378,,,,,,,,3.0,27.0,0.0,9.0,0.0,6.0,1.0,4.0,10.0,1.0,4.0,3.0,,
06037533901,410700.0,1249.0,,108,161,69,76,1025,0,4,0,42,326,161,2810,1634,5476,0.3706,43,1351,1689.0,5997.0,0,1383,5015,5476,5252,5409,825,1351,26,24,15,46,14,44,21,69,23,50,0,52,200,289,183,199,175,169,207,154,5476,78,196,1351,1383,10.536585365853659,15.707317073170731,6.731707317073171,7.414634146341463,0.0,1.2269938650306749,0.0,12.883435582822086,5.729537366548042,29.839298758217677,3.182827535159141,28.16408204102051,0.0,91.58144631117604,97.09743020891108,61.065877128053295,384.0,1576.0,7.012417823228634,28.780131482834186,274.0,20.281273131014064,,,,533901,2020,Bell Gardens,2.0,Bell Gardens,7.0,1.0,0.0,33.0,58.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3.0,17.0,0.0,6.0,0.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,,
06037533902,403800.0,1397.0,1519.0,90,110,19,74,783,16,21,38,23,223,81,1939,855,4444,0.3304,48,1006,1154.0,4618.0,6,1037,4463,4500,4271,4444,410,1006,21,76,17,12,0,0,45,20,34,31,10,9,114,102,291,185,135,100,280,63,4500,89,113,1006,1037,11.494252873563218,14.048531289910601,2.4265644955300125,9.450830140485312,7.174887892376682,9.417040358744394,17.040358744394617,10.31390134529148,4.177411036616813,19.23942394239424,4.7713717693836974,24.989172802078823,0.5785920925747349,99.17777777777778,96.10711071107112,40.75546719681908,275.0,1270.0,6.111111111111111,28.22222222222222,202.0,20.07952286282306,,,,533902,2020,Bell Gardens,2.0,Bell Gardens,7.0,1.0,0.0,33.0,58.0,40.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.026,0.0,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,1.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026,0.0,0.0,0.0,0.0,3.026,,,,,,,,3.0,18.0,0.0,6.0,0.0,3.0,2.0,2.0,5.0,1.0,1.0,0.0,,
06037534001,438600.0,1212.0,1218.0,103,132,191,123,1094,0,26,8,0,249,187,2617,1083,5387,0.3485,87,1343,1451.0,5900.0,0,1353,5311,5387,5099,5262,782,1343,35,71,52,8,29,19,27,50,39,78,0,31,143,121,271,127,168,242,193,244,5387,18,167,1343,1353,9.414990859232175,12.065813528336381,17.45886654478976,11.243144424131627,0.0,10.441767068273093,3.2128514056224895,0.0,7.145586549484142,20.10395396324485,6.4780342516753535,24.593220338983052,0.0,98.58919621310562,96.90231851007222,58.22784810126582,439.0,1509.0,8.149248190087247,28.01188045294227,185.0,13.77513030528667,,,,534001,2020,Bell Gardens,2.0,Bell Gardens,7.0,1.0,0.0,33.0,58.0,40.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.026,0.0,3.622,0.0,0.0,0.043,0.0,0.038,0.0,0.0,0.155,0.0,0.132,0.0,0.0,1.871,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.648,0.0,0.0,0.0,0.0,7.648,,,,,,,,3.0,18.0,0.0,5.0,0.0,4.0,2.0,1.0,6.0,1.0,3.0,2.0,,
06037534002,402100.0,1430.0,,96,48,84,46,663,44,21,0,24,318,88,2086,1133,4206,0.4324,88,981,1545.0,4255.0,0,996,4079,4350,4049,4307,515,981,40,45,50,19,13,24,25,74,62,14,44,32,172,156,177,105,148,223,281,59,4350,140,91,981,996,14.479638009049776,7.239819004524888,12.669683257918551,6.93815987933635,13.836477987421384,6.60377358490566,0.0,7.547169811320755,4.218600191754554,26.937708036138847,8.970438328236494,36.310223266745005,0.0,93.77011494252874,94.00975156721616,52.49745158002038,442.0,1321.0,10.160919540229884,30.367816091954026,231.0,23.547400611620795,,,,534002,2020,Bell Gardens,2.0,Bell Gardens,7.0,1.0,0.0,33.0,58.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.778,4.052,0.0,0.0,0.0,0.043,0.086,0.0,0.0,0.0,0.165,0.31,0.0,0.0,0.0,1.613,3.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.83,0.0,0.0,0.0,0.0,5.83,,,,,,,,1.0,21.0,0.0,3.0,0.0,3.0,1.0,0.0,8.0,3.0,3.0,0.0,,
06037534101,390800.0,1252.0,1338.0,5,88,7,16,383,5,20,5,0,111,89,1143,610,2399,0.3779,45,494,641.0,2211.0,0,494,2258,2399,2373,2380,262,494,8,43,35,19,24,0,15,21,0,45,0,0,54,166,100,45,68,54,56,112,2399,19,43,494,494,1.3054830287206265,22.97650130548303,1.8276762402088773,4.177545691906006,4.504504504504505,18.01801801801802,4.504504504504505,0.0,7.78652668416448,25.42726135889954,9.109311740890687,28.991406603346903,0.0,94.12255106294289,99.70588235294117,53.036437246963565,210.0,655.0,8.753647353063776,27.303042934556064,62.0,12.550607287449392,,,,534101,2020,Bell Gardens,2.0,Bell Gardens,7.0,1.0,0.0,33.0,58.0,40.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.778,0.0,0.0,3.622,0.0,0.043,0.0,0.0,0.038,0.0,0.165,0.0,0.0,0.132,0.0,1.613,0.0,0.0,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,20.4,,,,,,,,4.0,21.0,0.0,7.0,0.0,5.0,1.0,3.0,9.0,1.0,3.0,2.0,,
