GEOID,median_home_value,median_gross_rent,median_owner_costs_mortgage,B25070_004E,B25070_005E,B25070_006E,B25070_007E,B25070_001E,B25091_005E,B25091_006E,B25091_007E,B25091_008E,B25091_001E,B23025_005E,B23025_003E,B17001_002E,B17001_001E,gini,B19057_002E,B19057_001E,B25022_002E,B25022_001E,B25034_002E,B25034_001E,B03003_003E,B03003_001E,B07001_017E,B07001_001E,B11001_003E,B11001_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_001E,B25014_003E,B25014_004E,B25014_001E,n_total_units,pct_rent_30_34,pct_rent_35_39,pct_rent_40_49,pct_rent_50plus,pct_owner_cost_30_34,pct_owner_cost_35_39,pct_owner_cost_40_49,pct_owner_cost_50plus,unemployment_rate,poverty_rate,public_assistance_rate,hud_rate,oldhouses_rate,hispanic_rate,imigration_rate,1phouseholds_rate,n_age_65plus,n_age_under18,over65_rate,under18_rate,n_overcrowded_units,overcrowded_rate,area_km2,housing_density,geometry,tract,year,city,lacity,community_name,spa,sd,cd,ca_ssd,ca_sad,us_cd,demogsurvct,shelthmisct,sheltercountany,streetcountany,totstreetsingadult,totstreetfamhh,totstreetfammem,totsafeparksingadult,totsafeparkfamhh,totsafeparkfammem,totcars,totvans,totcampers,tottents,totencamp,totcarpeople,totvanpeople,totcamperpeople,tottentpeople,totencamppeople,famcarhh,famvanhh,famcamperhh,famtenthh,famencamphh,famcarpeople,famvanpeople,famcamperpeople,famtentpeople,famencamppeople,indcarpeople,indvanpeople,indcamperpeople,indtentpeople,indencamppeople,totesadultsingadult,totesadultfamhh,totesadultfammem,totesyouthsingyouth,totesyouthfamhh,totesyouthfammem,totesyouthunaccyouth,totthadultsingadult,totthadultfamhh,totthadultfammem,totthyouthsingyouth,totthyouthfamhh,totthyouthfammem,totthyouthunaccyouth,totshadultsingadult,totshadultfamhh,totshadultfammem,totshyouthsingyouth,totshyouthfamhh,totshyouthfammem,totshyouthunaccyouth,totunsheltpeople,totespeople,totthpeople,totshpeople,totsheltpeople,totpeople,tract_split_base,demogsurveyany,totmss,totmsspeople,fammsshh,fammsspeople,indmsspeople,n_ArtsRecreation,n_Education,n_Hospitals,n_MunicipalServices,n_PhysicalFeatures,n_PublicSafety,n_Transportation,n_Pantry,n_Parking,total_vehicle,total_unsheltered,non_vehicle_unsheltered,lon,lat
06037127210,598400.0,1603.0,2089.0,168,121,188,58,1331,25,63,9,4,552,324,3425,616,5617,0.465,56,1883,3129.0,7468.0,0,2017,3249,5630,4824,5589,666,1883,106,55,79,37,11,0,0,9,147,11,56,126,171,217,111,72,113,144,154,49,5630,278,235,1883,2017,12.622088655146507,9.090909090909092,14.124718256949661,4.357625845229151,4.528985507246377,11.41304347826087,1.6304347826086956,0.7246376811594203,9.45985401459854,10.966708207228058,2.973977695167286,41.898768077129084,0.0,57.70870337477797,86.31239935587762,35.36909187466809,637.0,1031.0,11.314387211367674,18.31261101243339,513.0,27.2437599575146,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,,0.0,4.471,2.911,0.0,,0.0,0.055,0.038,0.0,,0.0,0.171,0.155,0.0,,0.0,4.3,2.756,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.382,0.0,0.0,0.0,0.0,7.382,127210.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,3.0,1.0,1.0,3.0,3.0,7.0,0.0,5.0,,,,
06037127220,601400.0,1641.0,2332.0,134,78,124,109,1238,24,42,0,26,459,373,2822,1058,5219,0.5382,59,1697,2224.0,5907.0,0,1792,3675,5219,4438,5200,758,1697,19,29,112,86,28,24,44,35,255,60,9,28,255,84,340,103,59,202,115,77,5219,189,197,1697,1792,10.823909531502423,6.30048465266559,10.016155088852988,8.804523424878836,5.228758169934641,9.15032679738562,0.0,5.664488017429194,13.217576187101345,20.27208277447787,3.4767236299351802,37.65024547147452,0.0,70.41578846522323,85.34615384615385,44.667059516794346,729.0,1235.0,13.968193140448362,23.663537076068213,386.0,22.746022392457277,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0,1.49,0.0,2.517,,0.0,0.018,0.0,0.004,,0.0,0.057,0.0,0.013,,0.0,1.433,0.0,2.504,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.008,0.0,0.0,0.0,0.0,11.008,127220.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,2.0,4.0,1.0,4.0,3.0,6.0,0.0,1.0,,,,
06037127300,678100.0,1832.0,2389.0,43,105,53,63,896,77,58,4,26,485,176,2294,322,3819,0.4752,38,1381,3042.0,5699.0,0,1430,2244,3942,3441,3921,499,1381,43,69,96,47,25,25,7,83,101,22,32,35,142,109,118,39,52,27,124,150,3942,230,228,1381,1430,4.799107142857143,11.71875,5.915178571428571,7.03125,15.876288659793813,11.958762886597938,0.8247422680412372,5.360824742268041,7.672188317349608,8.431526577638126,2.7516292541636496,53.37778557641691,0.0,56.925418569254184,87.75822494261668,36.13323678493845,585.0,761.0,14.840182648401825,19.30492135971588,458.0,33.1643736422882,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,2.95,1.49,0.0,0.0,,0.094,0.018,0.0,0.0,,0.304,0.057,0.0,0.0,,2.646,1.433,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.125,0.0,0.0,0.0,0.0,9.125,127300.0,1.0,1.0,1.685,0.004,0.011,1.674,6.0,25.0,2.0,1.0,1.0,4.0,4.0,7.0,0.0,3.0,,,,
06037127400,593200.0,1586.0,2326.0,128,136,216,116,1356,22,60,69,35,558,248,3272,883,5854,0.4174,78,1914,3050.0,7524.0,0,2030,4476,5855,5484,5785,1017,1914,0,39,98,33,0,0,11,129,72,25,0,14,231,160,203,53,193,163,168,46,5855,279,253,1914,2030,9.43952802359882,10.029498525073747,15.929203539823009,8.55457227138643,3.942652329749104,10.75268817204301,12.365591397849462,6.272401433691756,7.579462102689487,15.083703450632047,4.075235109717868,40.536948431685275,0.0,76.44748078565328,94.79688850475367,53.13479623824452,421.0,1217.0,7.190435525192143,20.785653287788215,532.0,27.79519331243469,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,26.0,15.0,,13.273,11.922,37.846,18.88,,0.421,0.147,0.493,0.029,,1.367,0.4559999999999999,2.014,0.098,,11.906,11.466,35.833,18.782,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.273,0.0,0.0,0.0,0.0,156.273,127400.0,0.0,37.0,62.352,0.1399999999999999,0.419,61.934,5.0,35.0,2.0,1.0,1.0,2.0,2.0,5.0,0.0,43.0,,,,
06037127520,,1556.0,,87,212,199,108,1467,0,0,0,16,30,197,2504,1304,4722,0.3615,109,1497,,,0,1497,3879,4722,4132,4693,421,1497,40,8,38,47,0,0,77,29,50,55,40,0,162,201,256,142,108,277,225,84,4722,16,14,1497,1497,5.930470347648262,14.451261077027949,13.56509884117246,7.361963190184049,0.0,0.0,0.0,53.333333333333336,7.867412140575079,27.615417196103348,7.2812291249165,,0.0,82.14739517153748,88.0460259961645,28.122912491649966,384.0,1455.0,8.132147395171538,30.813214739517154,30.0,2.004008016032064,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.259,,0.0,0.0,0.0,0.002,,0.0,0.0,0.0,0.007,,0.0,0.0,0.0,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0.0,0.0,0.0,0.0,15.37,127520.0,1.0,6.0,10.111,0.023,0.068,10.043,4.0,23.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,,,,
06037127603,680600.0,1733.0,2667.0,120,116,24,76,823,23,1,5,0,102,120,1576,627,2788,0.3948,67,925,605.0,3230.0,0,937,2271,2791,2405,2667,334,925,0,25,44,10,0,0,2,32,28,7,0,15,160,55,28,150,83,63,107,51,2791,65,26,925,937,14.580801944106925,14.094775212636696,2.916160388821385,9.234507897934387,22.54901960784314,0.9803921568627451,4.901960784313726,0.0,7.614213197969544,22.489239598278335,7.243243243243243,18.730650154798763,0.0,81.36868505911859,90.17622797150356,36.108108108108105,163.0,697.0,5.840200644930133,24.97312791114296,91.0,9.837837837837837,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,0.0,1.49,4.367,0.0,,0.0,0.018,0.057,0.0,,0.0,0.057,0.232,0.0,,0.0,1.433,4.135,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857,0.0,0.0,0.0,0.0,5.857,127603.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,4.0,,,,
06037127604,621300.0,1640.0,2404.0,163,114,92,178,1276,25,6,34,0,167,51,1641,795,3131,0.4875,34,1443,1046.0,4616.0,8,1541,1608,3141,2693,3130,436,1443,8,0,56,58,30,49,17,32,174,29,28,16,72,180,84,38,56,60,55,36,3141,106,49,1443,1541,12.774294670846395,8.934169278996865,7.210031347962382,13.94984326018809,14.97005988023952,3.592814371257485,20.35928143712575,0.0,3.1078610603290677,25.391248802299586,2.356202356202356,22.660311958405547,0.5191434133679429,51.19388729703916,86.03833865814696,30.21483021483021,497.0,581.0,15.822986310092327,18.497293855460047,155.0,10.741510741510742,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,,1.475,0.0,17.468,0.0,,0.047,0.0,0.227,0.0,,0.152,0.0,0.929,0.0,,1.323,0.0,16.538,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.942,0.0,0.0,0.0,0.0,20.942,127604.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,1.0,2.0,2.0,4.0,0.0,13.0,,,,
06037127605,660800.0,1728.0,,44,151,155,59,947,0,6,0,0,224,129,1884,874,3734,0.4402,50,1171,806.0,4213.0,0,1232,2705,3734,3282,3699,342,1171,0,60,33,11,0,0,0,0,33,18,49,0,112,129,343,45,79,120,242,54,3734,75,37,1171,1232,4.646251319957761,15.945089757127773,16.367476240760297,6.2302006335797255,0.0,2.6785714285714284,0.0,0.0,6.8471337579617835,23.40653454740225,4.269854824935952,19.131260384524094,0.0,72.44242099625066,88.72668288726683,29.20580700256191,204.0,1124.0,5.463310123192287,30.101767541510444,112.0,9.564474807856532,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,0.0,0.0,5.823,1.259,,0.0,0.0,0.076,0.002,,0.0,0.0,0.31,0.007,,0.0,0.0,5.513,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.766,0.0,0.0,0.0,0.0,11.766,127605.0,1.0,1.0,1.685,0.004,0.011,1.674,3.0,17.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,4.0,,,,
06037127606,655400.0,1737.0,1814.0,102,129,41,32,775,28,34,11,20,308,50,1665,777,3110,0.4504,14,1083,1861.0,4207.0,0,1170,1880,3110,2842,3063,400,1083,9,23,5,0,0,14,31,85,70,29,7,63,51,68,86,0,129,98,48,145,3110,205,98,1083,1170,13.161290322580646,16.64516129032258,5.290322580645161,4.129032258064516,9.090909090909092,11.03896103896104,3.571428571428571,6.493506493506493,3.003003003003003,24.983922829581996,1.2927054478301014,44.23579748038983,0.0,60.45016077170418,92.78485145282403,36.93444136657433,336.0,625.0,10.80385852090032,20.096463022508036,303.0,27.977839335180054,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,,1.475,0.0,20.379,0.0,,0.047,0.0,0.265,0.0,,0.152,0.0,1.084,0.0,,1.323,0.0,19.294,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.854000000000006,0.0,0.0,0.0,0.0,53.854000000000006,127606.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,15.0,,,,
06037127711,832300.0,1698.0,2154.0,96,124,76,26,688,59,42,54,0,447,149,1846,552,3207,0.4946,78,1135,2941.0,5441.0,0,1176,1645,3207,2802,3202,438,1135,40,51,29,21,19,40,0,62,111,23,42,42,107,104,122,51,35,40,63,53,3207,375,67,1135,1176,13.953488372093023,18.023255813953487,11.046511627906977,3.77906976744186,13.19910514541387,9.395973154362416,12.080536912751679,0.0,8.071505958829903,17.212347988774557,6.8722466960352415,54.05256386693622,0.0,51.29404427814157,87.50780762023736,38.59030837004405,480.0,575.0,14.967259120673527,17.929529154973494,442.0,38.942731277533035,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,0.0,2.98,4.367,0.0,,0.0,0.037,0.057,0.0,,0.0,0.114,0.232,0.0,,0.0,2.866,4.135,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.718,0.0,0.0,0.0,0.0,11.718,127711.0,0.0,2.0,3.37,0.008,0.023,3.348,4.0,25.0,1.0,6.0,2.0,3.0,2.0,6.0,0.0,5.0,,,,
06037127712,832400.0,1599.0,1194.0,87,96,183,228,1312,12,6,9,0,212,122,2186,936,3846,0.4458,40,1524,1344.0,5263.0,0,1641,2284,3859,3482,3841,547,1524,16,69,41,41,0,15,40,15,64,50,4,0,60,167,167,78,111,166,77,28,3859,135,77,1524,1641,6.63109756097561,7.317073170731707,13.948170731707318,17.378048780487802,5.660377358490567,2.8301886792452833,4.245283018867925,0.0,5.580969807868252,24.336973478939157,2.6246719160104988,25.536766102983087,0.0,59.18631769888572,90.6534756573809,35.892388451443566,355.0,854.0,9.199274423425758,22.130085514381964,212.0,13.910761154855644,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.259,,0.0,0.0,0.0,0.002,,0.0,0.0,0.0,0.007,,0.0,0.0,0.0,1.252,,45.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.314,47.0,0.0,0.0,47.0,53.314,127712.0,0.0,3.0,5.056,0.011,0.034,5.022,5.0,20.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,,,,
06037127803,688800.0,1788.0,1817.0,157,91,69,121,1262,114,24,59,38,360,155,2427,1086,4984,0.4342,173,1622,2257.0,6543.0,0,1874,2778,5068,3949,4955,699,1622,69,34,79,47,23,84,64,29,108,59,109,157,186,309,159,56,74,258,102,74,5068,166,187,1622,1874,12.440570522979398,7.210776545166403,5.467511885895404,9.58795562599049,31.666666666666664,6.666666666666667,16.38888888888889,10.555555555555555,6.386485372888339,21.789727126805776,10.66584463625154,34.494880024453614,0.0,54.81452249408051,79.69727547931382,43.09494451294698,862.0,1218.0,17.008681925808997,24.03314917127072,353.0,21.763255240443897,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,0.0,0.0,1.456,5.035,,0.0,0.0,0.019,0.008,,0.0,0.0,0.077,0.026,,0.0,0.0,1.378,5.008,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.176,0.0,0.0,0.0,0.0,12.176,127803.0,0.0,1.0,1.685,0.004,0.011,1.674,4.0,28.0,1.0,6.0,1.0,4.0,3.0,7.0,0.0,1.0,,,,
06037127804,498500.0,1769.0,2288.0,197,47,111,153,1247,86,42,7,51,385,296,2835,505,4723,0.4263,102,1632,2344.0,6166.0,0,1698,2728,4728,4237,4699,552,1632,41,32,62,0,62,0,56,32,28,68,48,48,202,127,195,64,104,85,143,129,4728,238,93,1632,1698,15.797914995990379,3.769045709703288,8.901363271852446,12.269446672012831,22.337662337662337,10.909090909090908,1.8181818181818181,13.246753246753245,10.440917107583775,10.692356553038323,6.25,38.0149205319494,0.0,57.69881556683587,90.1681208767823,33.82352941176471,477.0,1049.0,10.088832487309645,22.186971235194587,331.0,20.28186274509804,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,1.0,86.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,127804.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,6.0,1.0,4.0,4.0,7.0,0.0,0.0,,,,
06037127805,931800.0,1470.0,2469.0,93,46,127,126,992,5,10,15,0,214,132,1738,665,3239,0.4405,78,1206,1485.0,4603.0,0,1225,2082,3518,3360,3505,478,1206,34,7,160,17,69,70,9,76,17,24,77,50,131,107,117,70,33,141,70,53,3518,121,93,1206,1225,9.375,4.637096774193548,12.80241935483871,12.701612903225806,2.336448598130841,4.672897196261682,7.009345794392523,0.0,7.59493670886076,20.531028095091077,6.467661691542288,32.261568542255056,0.0,59.18135304150085,95.86305278174036,39.63515754560531,610.0,722.0,17.33939738487777,20.523024445707787,214.0,17.744610281923716,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.456,1.259,,0.0,0.0,0.019,0.002,,0.0,0.0,0.077,0.007,,0.0,0.0,1.378,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.085,0.0,0.0,0.0,0.0,13.085,127805.0,0.0,2.0,3.37,0.008,0.023,3.348,4.0,25.0,1.0,6.0,0.0,2.0,3.0,6.0,0.0,1.0,,,,
06037127806,689200.0,1752.0,2228.0,128,22,151,91,995,16,32,37,22,266,85,2080,532,3576,0.4156,56,1261,1672.0,5052.0,25,1347,2354,3576,3026,3533,530,1261,24,11,24,49,0,0,17,35,13,45,0,0,71,61,91,49,176,133,72,72,3576,168,98,1261,1347,12.864321608040202,2.21105527638191,15.175879396984925,9.145728643216081,6.015037593984962,12.030075187969924,13.909774436090224,8.270676691729323,4.086538461538462,14.876957494407158,4.440919904837431,33.09580364212193,1.855976243504083,65.82774049217002,85.64958958392302,42.03013481363997,218.0,725.0,6.096196868008948,20.274049217002236,266.0,21.094369547977795,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.259,,0.0,0.0,0.0,0.002,,0.0,0.0,0.0,0.007,,0.0,0.0,0.0,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.259,0.0,0.0,0.0,0.0,1.259,127806.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,1.0,6.0,0.0,2.0,1.0,5.0,0.0,0.0,,,,
06037127910,698500.0,1511.0,3165.0,73,23,105,82,1144,69,0,66,21,369,209,2453,1299,4758,0.5036,154,1513,2107.0,5763.0,0,1659,3802,4908,4621,4908,629,1513,44,31,2,0,50,26,49,7,107,60,37,98,90,105,88,44,194,286,270,172,4908,171,165,1513,1659,6.381118881118882,2.0104895104895104,9.178321678321678,7.167832167832168,18.69918699186992,0.0,17.88617886178862,5.691056910569105,8.520179372197308,27.30138713745271,10.178453403833442,36.56081901787264,0.0,77.46536267318663,94.15240423797881,41.57303370786517,511.0,1249.0,10.411572942135288,25.448247758761205,336.0,22.20753469927297,,,,,2022,,1.0,,2.0,3.0,6.0,18.0,46.0,29.0,0.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,2.911,0.0,,0.0,0.0,0.038,0.0,,0.0,0.0,0.155,0.0,,0.0,0.0,2.756,0.0,,0.0,10.0,37.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.596,40.0,0.0,0.0,40.0,44.596,127910.0,0.0,1.0,1.685,0.004,0.011,1.674,4.0,27.0,1.0,6.0,1.0,4.0,3.0,7.0,0.0,2.0,,,,
06037127920,682300.0,1761.0,2240.0,33,133,79,40,892,33,34,20,54,604,235,2881,906,4622,0.3935,100,1496,3676.0,7176.0,0,1496,1861,4622,4176,4622,656,1496,82,6,52,31,9,0,53,33,27,77,52,62,113,91,131,79,138,132,67,40,4622,334,242,1496,1496,3.6995515695067267,14.91031390134529,8.856502242152468,4.484304932735426,5.4635761589403975,5.629139072847682,3.3112582781456954,8.940397350993377,8.156889968760847,19.60190393768931,6.684491978609626,51.2263099219621,0.0,40.26395499783643,90.35049762007789,43.85026737967914,484.0,791.0,10.471657291215925,17.11380354824751,576.0,38.50267379679144,,,,,2022,,1.0,,2.0,3.0,2.0,18.0,46.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685,0.0,0.0,0.0,0.0,1.685,127920.0,1.0,1.0,1.685,0.004,0.011,1.674,3.0,28.0,0.0,6.0,0.0,4.0,3.0,6.0,1.0,0.0,,,,
06037128101,814500.0,1782.0,2701.0,108,6,107,48,773,69,41,40,20,303,91,1731,319,2862,0.5055,88,1076,1848.0,4994.0,0,1177,1405,2890,2670,2875,413,1076,35,20,22,0,7,0,55,38,37,56,34,34,31,65,53,45,49,49,149,30,2890,201,102,1076,1177,13.971539456662354,0.7761966364812419,13.842173350582149,6.2095730918499354,22.772277227722775,13.531353135313532,13.2013201320132,6.6006600660066,5.257076834199884,11.146051712089449,8.178438661710038,37.00440528634361,0.0,48.615916955017305,92.8695652173913,38.38289962825279,338.0,471.0,11.695501730103807,16.29757785467128,303.0,28.15985130111524,,,,,2022,,1.0,,2.0,3.0,2.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.259,,0.0,0.0,0.0,0.002,,0.0,0.0,0.0,0.007,,0.0,0.0,0.0,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.259,0.0,0.0,0.0,0.0,2.259,128101.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,6.0,0.0,3.0,1.0,4.0,1.0,0.0,,,,
06037128102,619500.0,1661.0,1593.0,69,275,113,146,1291,15,0,21,11,309,142,2799,622,4725,0.4142,43,1600,1655.0,5774.0,21,1660,3293,4750,4112,4728,762,1600,36,6,44,70,0,12,36,45,131,20,0,14,124,116,184,97,74,98,127,123,4750,167,62,1600,1660,5.344694035631294,21.30131680867545,8.752904725019365,11.30906274206042,4.854368932038835,0.0,6.796116504854369,3.559870550161812,5.073240443015362,13.164021164021165,2.6875,28.662971943193625,1.2650602409638554,69.32631578947368,86.97123519458545,47.625,414.0,943.0,8.715789473684211,19.85263157894737,229.0,14.3125,,,,,2022,,1.0,,2.0,3.0,2.0,18.0,46.0,29.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.0,0.0,2.911,1.259,,0.0,0.0,0.038,0.002,,0.0,0.0,0.155,0.007,,0.0,0.0,2.756,1.252,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.855,0.0,0.0,0.0,0.0,9.855,128102.0,0.0,1.0,1.685,0.004,0.011,1.674,3.0,25.0,1.0,6.0,0.0,2.0,3.0,5.0,0.0,2.0,,,,
